reference,mapping,downsample_frac,n_features,kappa,uns_rate,Method
muraro,segerstolpe,20%,1000-2000,0.928748847954836,21.9556360344047,scmap
muraro,segerstolpe,20%,1000-2000,0.897546218883442,23.8116794929833,scmap
muraro,segerstolpe,20%,1000-2000,0.919009943119096,24.6717971933001,scmap
muraro,segerstolpe,20%,1000-2000,0.911993565318101,24.5812584880036,scmap
muraro,segerstolpe,20%,1000-2000,0.896275597627464,22.8610230873699,scmap
muraro,segerstolpe,20%,1000-2000,0.918613371766442,24.9434133091897,scmap
muraro,segerstolpe,20%,1000-2000,0.899445095270606,23.6758714350385,scmap
muraro,segerstolpe,20%,1000-2000,0.900328464239907,23.8569488456315,scmap
muraro,segerstolpe,20%,1000-2000,0.91906326116751,25.531914893617,scmap
muraro,segerstolpe,20%,1000-2000,0.89910675190472,23.6758714350385,scmap
muraro,segerstolpe,20%,1000-2000,0.924360501450189,21.5029425079221,scmap
muraro,segerstolpe,20%,1000-2000,0.891043329070218,24.3096423721141,scmap
muraro,segerstolpe,20%,1000-2000,0.891024605610295,20.3259393390674,scmap
muraro,segerstolpe,20%,1000-2000,0.919857160869299,23.2684472612042,scmap
muraro,segerstolpe,20%,1000-2000,0.882769071974553,22.4535989135355,scmap
muraro,segerstolpe,20%,1000-2000,0.897242539277659,22.363060208239,scmap
muraro,segerstolpe,20%,1000-2000,0.885213867042161,21.6840199185152,scmap
muraro,segerstolpe,20%,1000-2000,0.910908868385787,25.3055681303757,scmap
muraro,segerstolpe,20%,1000-2000,0.873990414186076,21.7292892711634,scmap
muraro,segerstolpe,20%,1000-2000,0.863577515265565,21.9556360344047,scmap
muraro,segerstolpe,20%,1000-2000,0.886337554461496,24.4001810774106,scmap
muraro,segerstolpe,20%,1000-2000,0.925088814458441,21.5482118605704,scmap
muraro,segerstolpe,20%,1000-2000,0.910208856746301,23.7211407876867,scmap
muraro,segerstolpe,20%,1000-2000,0.893016030385796,23.6306020823902,scmap
muraro,segerstolpe,20%,1000-2000,0.917100625804848,22.5894069714803,scmap
muraro,segerstolpe,20%,1000-2000,0.930197392860761,19.5110909913988,scmap
muraro,segerstolpe,20%,1000-2000,0.927902438661073,22.9515617926664,scmap
muraro,segerstolpe,20%,1000-2000,0.868706349518724,20.0543232231779,scmap
muraro,segerstolpe,20%,1000-2000,0.916464547785017,23.5400633770937,scmap
muraro,segerstolpe,20%,1000-2000,0.921018629078691,24.7623358985966,scmap
muraro,segerstolpe,20%,100-200,0.928238395182022,2.94250792213671,scmap
muraro,segerstolpe,20%,100-200,0.931636828593722,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.933244419586428,2.94250792213671,scmap
muraro,segerstolpe,20%,100-200,0.928659769055682,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.931017033524979,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.928153162248724,2.39927569035763,scmap
muraro,segerstolpe,20%,100-200,0.931898311693777,2.98777727478497,scmap
muraro,segerstolpe,20%,100-200,0.93286788171112,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.931196069234812,2.44454504300588,scmap
muraro,segerstolpe,20%,100-200,0.929132693659978,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.930163569409951,2.8519692168402,scmap
muraro,segerstolpe,20%,100-200,0.931354603555593,2.80669986419194,scmap
muraro,segerstolpe,20%,100-200,0.932248091505532,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.924707191309653,2.71616115889543,scmap
muraro,segerstolpe,20%,100-200,0.931753646785726,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.934623459337824,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.929824626044999,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.931642141117979,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.931690574946541,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.929689378637896,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.931652874039315,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.933833027955942,2.80669986419194,scmap
muraro,segerstolpe,20%,100-200,0.933958606271063,2.76143051154369,scmap
muraro,segerstolpe,20%,100-200,0.928413383894079,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.929548401890688,2.76143051154369,scmap
muraro,segerstolpe,20%,100-200,0.931618599346234,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.929644572613806,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.931102690398019,2.48981439565414,scmap
muraro,segerstolpe,20%,100-200,0.930567937846038,2.48981439565414,scmap
muraro,segerstolpe,20%,100-200,0.928277640251058,2.89723856948846,scmap
muraro,segerstolpe,20%,100-200,0.935149148808001,2.80669986419194,scmap
muraro,segerstolpe,20%,100-200,0.931073117571544,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.932403832072317,2.48981439565414,scmap
muraro,segerstolpe,20%,100-200,0.929103191572487,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.927440442323666,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.929168365585119,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.927809051669313,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.930228461182352,2.80669986419194,scmap
muraro,segerstolpe,20%,100-200,0.926614005262346,2.71616115889543,scmap
muraro,segerstolpe,20%,100-200,0.929882856693272,3.03304662743323,scmap
muraro,segerstolpe,20%,100-200,0.930280681003992,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.932106710232706,2.71616115889543,scmap
muraro,segerstolpe,20%,100-200,0.928671254941162,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.926779748632009,2.5350837483024,scmap
muraro,segerstolpe,20%,100-200,0.928806386799666,2.39927569035763,scmap
muraro,segerstolpe,20%,100-200,0.932096015894046,2.76143051154369,scmap
muraro,segerstolpe,20%,100-200,0.927388620666475,3.03304662743323,scmap
muraro,segerstolpe,20%,100-200,0.93162560055219,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.928462162584133,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.931679021399651,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.929573688418515,2.80669986419194,scmap
muraro,segerstolpe,20%,100-200,0.934005330575021,2.76143051154369,scmap
muraro,segerstolpe,20%,100-200,0.926816429796411,2.44454504300588,scmap
muraro,segerstolpe,20%,100-200,0.928739105920622,2.48981439565414,scmap
muraro,segerstolpe,20%,100-200,0.929120120365063,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.934009006832711,2.67089180624717,scmap
muraro,segerstolpe,20%,100-200,0.929061004192951,2.62562245359891,scmap
muraro,segerstolpe,20%,100-200,0.929857558239229,2.58035310095066,scmap
muraro,segerstolpe,20%,100-200,0.932730883123787,2.71616115889543,scmap
muraro,segerstolpe,20%,100-200,0.924280278611293,3.12358533272974,scmap
muraro,segerstolpe,20%,100-200,0.934470031597032,2.80669986419194,scmap
