reference,mapping,downsample_frac,n_features,kappa,uns_rate,Method
muraro,segerstolpe,40%,200-500,0.936065586742447,4.1195110909914,scmap
muraro,segerstolpe,40%,200-500,0.934880742242515,4.66274332277048,scmap
muraro,segerstolpe,40%,200-500,0.93722173052367,4.21004979628791,scmap
muraro,segerstolpe,40%,200-500,0.937864572357395,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.936677936160648,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.93665636526767,4.1195110909914,scmap
muraro,segerstolpe,40%,200-500,0.936771023912331,4.02897238569488,scmap
muraro,segerstolpe,40%,200-500,0.936569364999744,4.25531914893617,scmap
muraro,segerstolpe,40%,200-500,0.936897646085405,4.52693526482571,scmap
muraro,segerstolpe,40%,200-500,0.937809926061537,4.84382073336351,scmap
muraro,segerstolpe,40%,200-500,0.937854104580734,4.21004979628791,scmap
muraro,segerstolpe,40%,200-500,0.934733108519769,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.93521811026499,4.30058850158443,scmap
muraro,segerstolpe,40%,200-500,0.935060669031361,4.48166591217746,scmap
muraro,segerstolpe,40%,200-500,0.935741472384483,4.39112720688094,scmap
muraro,segerstolpe,40%,200-500,0.936485757211485,4.25531914893617,scmap
muraro,segerstolpe,40%,200-500,0.933804243142157,3.89316432775011,scmap
muraro,segerstolpe,40%,200-500,0.937246312413383,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.933487728191482,4.1195110909914,scmap
muraro,segerstolpe,40%,200-500,0.938227594158635,4.48166591217746,scmap
muraro,segerstolpe,40%,200-500,0.936231585393655,3.98370303304663,scmap
muraro,segerstolpe,40%,200-500,0.935982152005653,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.934144474360106,4.753282028067,scmap
muraro,segerstolpe,40%,200-500,0.937275122938905,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.931254583842649,4.52693526482571,scmap
muraro,segerstolpe,40%,200-500,0.935579936160245,3.93843368039837,scmap
muraro,segerstolpe,40%,200-500,0.937172827249257,4.30058850158443,scmap
muraro,segerstolpe,40%,200-500,0.935990799272118,4.21004979628791,scmap
muraro,segerstolpe,40%,200-500,0.935580376464514,3.98370303304663,scmap
muraro,segerstolpe,40%,200-500,0.936677902511944,4.1195110909914,scmap
muraro,segerstolpe,40%,200-500,0.936519731085866,4.30058850158443,scmap
muraro,segerstolpe,40%,200-500,0.936524441753165,4.25531914893617,scmap
muraro,segerstolpe,40%,200-500,0.936046900229717,4.1195110909914,scmap
muraro,segerstolpe,40%,200-500,0.936754916527253,4.02897238569488,scmap
muraro,segerstolpe,40%,200-500,0.93709353892137,4.34585785423269,scmap
muraro,segerstolpe,40%,200-500,0.934791671943844,4.753282028067,scmap
muraro,segerstolpe,40%,200-500,0.933985226400727,4.25531914893617,scmap
muraro,segerstolpe,40%,200-500,0.935030209104408,4.52693526482571,scmap
muraro,segerstolpe,40%,200-500,0.935068624155514,4.48166591217746,scmap
muraro,segerstolpe,40%,200-500,0.934851990219018,4.02897238569488,scmap
muraro,segerstolpe,40%,200-500,0.935286431773274,4.30058850158443,scmap
muraro,segerstolpe,40%,200-500,0.935638993180985,4.48166591217746,scmap
muraro,segerstolpe,40%,200-500,0.932526359392703,4.61747397012223,scmap
muraro,segerstolpe,40%,200-500,0.937359382102237,4.07424173834314,scmap
muraro,segerstolpe,40%,200-500,0.935512847598918,4.61747397012223,scmap
muraro,segerstolpe,40%,200-500,0.936651334146361,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.935781953375672,4.39112720688094,scmap
muraro,segerstolpe,40%,200-500,0.935338814223674,4.21004979628791,scmap
muraro,segerstolpe,40%,200-500,0.935923361581431,4.25531914893617,scmap
muraro,segerstolpe,40%,200-500,0.937903939711971,4.16478044363966,scmap
muraro,segerstolpe,40%,200-500,0.93803557306262,4.66274332277048,scmap
muraro,segerstolpe,40%,200-500,0.93655853136257,4.21004979628791,scmap
muraro,segerstolpe,40%,500-1000,0.934418204927813,11.0457220461747,scmap
muraro,segerstolpe,40%,500-1000,0.937156418244121,9.23494794024445,scmap
muraro,segerstolpe,40%,500-1000,0.937937939253153,9.00860117700317,scmap
muraro,segerstolpe,40%,500-1000,0.939487559770073,8.69171570846537,scmap
muraro,segerstolpe,40%,500-1000,0.936028966629084,8.96333182435491,scmap
muraro,segerstolpe,40%,500-1000,0.934590618222938,10.3214124038026,scmap
muraro,segerstolpe,40%,500-1000,0.93560824687028,9.14440923494794,scmap
muraro,segerstolpe,40%,500-1000,0.937850600406862,9.73291081937528,scmap
muraro,segerstolpe,40%,500-1000,0.935000868390746,10.0497962879131,scmap
muraro,segerstolpe,40%,500-1000,0.938729345909222,8.82752376641014,scmap
muraro,segerstolpe,40%,500-1000,0.936810894906541,9.1896785875962,scmap
muraro,segerstolpe,40%,500-1000,0.936171392651519,10.0497962879131,scmap
muraro,segerstolpe,40%,500-1000,0.932587937901679,10.7741059302852,scmap
muraro,segerstolpe,40%,500-1000,0.934130200832395,10.8193752829335,scmap
muraro,segerstolpe,40%,500-1000,0.937571376209543,9.28021729289271,scmap
muraro,segerstolpe,40%,500-1000,0.9322880606524,11.6794929832503,scmap
muraro,segerstolpe,40%,500-1000,0.934747430670883,8.78225441376188,scmap
muraro,segerstolpe,40%,500-1000,0.93722547445805,9.00860117700317,scmap
muraro,segerstolpe,40%,500-1000,0.935789374564998,9.64237211407877,scmap
muraro,segerstolpe,40%,500-1000,0.935139990594453,9.8234495246718,scmap
muraro,segerstolpe,40%,500-1000,0.933435496401238,10.0045269352648,scmap
muraro,segerstolpe,40%,500-1000,0.936866646852824,9.506564056134,scmap
muraro,segerstolpe,40%,500-1000,0.938070860546795,8.91806247170666,scmap
muraro,segerstolpe,40%,500-1000,0.93421937713723,10.5024898143957,scmap
muraro,segerstolpe,40%,500-1000,0.936374332070243,9.1896785875962,scmap
muraro,segerstolpe,40%,500-1000,0.930585254978515,10.2308736985061,scmap
muraro,segerstolpe,40%,500-1000,0.930421337456513,11.9963784517881,scmap
muraro,segerstolpe,40%,500-1000,0.93727214310069,8.82752376641014,scmap
muraro,segerstolpe,40%,500-1000,0.932931461618688,9.95925758261657,scmap
muraro,segerstolpe,40%,500-1000,0.932431110148814,10.9551833408782,scmap
muraro,segerstolpe,40%,500-1000,0.936869055502546,9.32548664554097,scmap
muraro,segerstolpe,40%,500-1000,0.93610588289741,9.506564056134,scmap
muraro,segerstolpe,40%,500-1000,0.935838871584745,10.9551833408782,scmap
muraro,segerstolpe,40%,500-1000,0.933019897851602,12.2227252150294,scmap
muraro,segerstolpe,40%,500-1000,0.936728529089715,8.96333182435491,scmap
muraro,segerstolpe,40%,500-1000,0.935217263127042,10.3666817564509,scmap
muraro,segerstolpe,40%,500-1000,0.931873020583549,10.2761430511544,scmap
muraro,segerstolpe,40%,500-1000,0.934558401461274,10.8646446355817,scmap
muraro,segerstolpe,40%,500-1000,0.934523908593113,10.9551833408782,scmap
muraro,segerstolpe,40%,500-1000,0.935841484466374,10.3666817564509,scmap
muraro,segerstolpe,40%,500-1000,0.938705367255223,9.32548664554097,scmap
muraro,segerstolpe,40%,500-1000,0.93406108997567,9.506564056134,scmap
muraro,segerstolpe,40%,500-1000,0.93503666897093,8.5559076505206,scmap
muraro,segerstolpe,40%,500-1000,0.924727770452654,12.494341330919,scmap
muraro,segerstolpe,40%,500-1000,0.937630953179577,8.73698506111363,scmap
muraro,segerstolpe,40%,500-1000,0.937648235991699,8.60117700316885,scmap
muraro,segerstolpe,40%,500-1000,0.937123570803246,8.96333182435491,scmap
muraro,segerstolpe,40%,500-1000,0.932301900259093,11.0004526935265,scmap
muraro,segerstolpe,40%,500-1000,0.93654089081921,8.96333182435491,scmap
muraro,segerstolpe,40%,500-1000,0.935098917734261,9.64237211407877,scmap
muraro,segerstolpe,40%,500-1000,0.932520588363451,10.7741059302852,scmap
muraro,segerstolpe,40%,500-1000,0.934026701066306,10.6382978723404,scmap
muraro,segerstolpe,40%,500-1000,0.936412743042798,9.77818017202354,scmap
muraro,segerstolpe,40%,500-1000,0.937861372481662,9.05387052965142,scmap
muraro,segerstolpe,40%,500-1000,0.931913167824065,10.0045269352648,scmap
muraro,segerstolpe,40%,500-1000,0.935546570718498,9.86871887732005,scmap
muraro,segerstolpe,40%,500-1000,0.938121645772711,8.69171570846537,scmap
muraro,segerstolpe,40%,500-1000,0.928428737628947,11.4984155726573,scmap
muraro,segerstolpe,40%,500-1000,0.934016980894121,10.0950656405613,scmap
muraro,segerstolpe,40%,500-1000,0.938546309435115,9.09913988229968,scmap
muraro,segerstolpe,40%,500-1000,0.937855332038324,9.09913988229968,scmap
muraro,segerstolpe,40%,500-1000,0.930874183448808,10.4572204617474,scmap
muraro,segerstolpe,40%,500-1000,0.937910652090228,8.96333182435491,scmap
muraro,segerstolpe,40%,500-1000,0.931387609152776,9.8234495246718,scmap
muraro,segerstolpe,40%,500-1000,0.937329996878631,8.91806247170666,scmap
muraro,segerstolpe,40%,500-1000,0.937291255752794,9.09913988229968,scmap
muraro,segerstolpe,40%,500-1000,0.934615846104097,11.4531462200091,scmap
muraro,segerstolpe,40%,500-1000,0.937954059995545,8.91806247170666,scmap
muraro,segerstolpe,40%,500-1000,0.936109997288002,9.46129470348574,scmap
muraro,segerstolpe,40%,500-1000,0.935791814084793,9.05387052965142,scmap
muraro,segerstolpe,40%,500-1000,0.937699237834162,8.51063829787234,scmap
muraro,segerstolpe,40%,500-1000,0.937814273466494,9.14440923494794,scmap
muraro,segerstolpe,40%,500-1000,0.934635655896717,9.41602535083748,scmap
muraro,segerstolpe,40%,500-1000,0.928989784699854,12.6301493888637,scmap
muraro,segerstolpe,40%,500-1000,0.93478663751585,9.46129470348574,scmap
muraro,segerstolpe,40%,500-1000,0.933719483463144,9.8234495246718,scmap
muraro,segerstolpe,40%,500-1000,0.933150044143243,10.1856043458579,scmap
muraro,segerstolpe,40%,500-1000,0.934033109944817,9.506564056134,scmap
muraro,segerstolpe,40%,500-1000,0.935612937817624,10.5024898143957,scmap
muraro,segerstolpe,40%,500-1000,0.937349729935681,8.8727931190584,scmap
muraro,segerstolpe,40%,500-1000,0.937437576476986,8.78225441376188,scmap
muraro,segerstolpe,40%,500-1000,0.937028253345189,9.8234495246718,scmap
muraro,segerstolpe,40%,500-1000,0.936976530972726,8.5559076505206,scmap
muraro,segerstolpe,40%,500-1000,0.936261083037248,10.5477591670439,scmap
muraro,segerstolpe,40%,500-1000,0.936832731035093,9.55183340878225,scmap
muraro,segerstolpe,40%,500-1000,0.934222023538312,10.7288365776369,scmap
muraro,segerstolpe,40%,500-1000,0.93713278576084,10.3214124038026,scmap
muraro,segerstolpe,40%,500-1000,0.9390855434335,9.23494794024445,scmap
muraro,segerstolpe,40%,500-1000,0.937317542364933,8.91806247170666,scmap
muraro,segerstolpe,40%,500-1000,0.936341942566401,9.1896785875962,scmap
muraro,segerstolpe,40%,500-1000,0.937456979445041,9.55183340878225,scmap
muraro,segerstolpe,40%,500-1000,0.93556270189271,10.6382978723404,scmap
muraro,segerstolpe,40%,500-1000,0.933987539418813,9.506564056134,scmap
muraro,segerstolpe,40%,500-1000,0.9278842116754,11.1362607514713,scmap
muraro,segerstolpe,40%,500-1000,0.936478485510005,9.91398822996831,scmap
muraro,segerstolpe,40%,500-1000,0.936549817527535,8.8727931190584,scmap
muraro,segerstolpe,40%,500-1000,0.939545436914533,8.73698506111363,scmap
muraro,segerstolpe,40%,500-1000,0.938688351800831,9.55183340878225,scmap
muraro,segerstolpe,40%,500-1000,0.937677706983236,8.42009959257583,scmap
muraro,segerstolpe,40%,500-1000,0.935090701073335,11.1362607514713,scmap
muraro,segerstolpe,60%,0-100,0.919347382491816,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.924051475999809,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.920472085638786,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.91998574287192,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.918768291596065,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.916987368747828,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.918162516888631,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.918205604746368,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.920614599503282,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.921173872302918,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.915121763286381,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.921113248655536,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.914856973116336,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.920584653941503,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.920754651421562,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.921799123747311,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.915866568549625,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.921903931432419,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.92239036115771,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.920953793269713,1.76550475328203,scmap
muraro,segerstolpe,60%,0-100,0.920681725777777,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.918893331312293,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.919539564122762,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.919662750658295,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.922236312378676,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.918865128190115,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.922271996413595,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.918949396426101,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.920546905513098,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.919968021435718,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.922268654033256,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.920054642800192,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.922980306105899,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.918857379824603,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.919529389716906,1.35808057944771,scmap
muraro,segerstolpe,60%,0-100,0.920748135310212,1.35808057944771,scmap
muraro,segerstolpe,60%,0-100,0.921896474260968,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.922260480163366,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.92056832244779,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.920459160912729,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.920516302088818,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.918904884672178,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.91854672792999,1.2675418741512,scmap
muraro,segerstolpe,60%,0-100,0.918338707141695,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.9217119562279,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.91770233960539,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.921323231423146,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.920004015354583,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.918273925511561,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.919417336077364,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.920558405382557,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.921656421367036,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.915741214008023,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.91903339686676,1.31281122679946,scmap
muraro,segerstolpe,60%,0-100,0.921785792367874,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.919426205102814,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.921742615353148,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.916880535137303,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.92112350029967,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.918323070682828,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.919314301302235,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.921749454278446,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.921869044475649,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.920403993360886,1.76550475328203,scmap
muraro,segerstolpe,60%,0-100,0.915950335342981,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.920564722362755,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.921202931248192,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.920651284089408,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.91899475585885,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.918880229044059,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.920423474686031,1.76550475328203,scmap
muraro,segerstolpe,60%,0-100,0.922813376828618,1.76550475328203,scmap
muraro,segerstolpe,60%,0-100,0.918802945879697,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.91968952353525,1.2675418741512,scmap
muraro,segerstolpe,60%,0-100,0.920681835244863,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.92004788125184,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.921120467481865,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.921723680630179,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.921226045377447,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.919975046282887,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.920006706177042,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.921177296884765,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.91886048926219,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.922900201353593,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.918550396077449,1.2675418741512,scmap
muraro,segerstolpe,60%,0-100,0.918326137114723,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.91885263638768,1.53915799004074,scmap
muraro,segerstolpe,60%,0-100,0.917715921871594,1.584427342689,scmap
muraro,segerstolpe,60%,0-100,0.918099423753431,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.920710505215165,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.92069186114866,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.924107683612656,1.62969669533726,scmap
muraro,segerstolpe,60%,0-100,0.921650331673692,1.72023540063377,scmap
muraro,segerstolpe,60%,0-100,0.919565364313585,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.920061390784535,1.44861928474423,scmap
muraro,segerstolpe,60%,0-100,0.921103506104155,1.67496604798551,scmap
muraro,segerstolpe,60%,0-100,0.917747158780793,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.92065637929539,1.49388863739249,scmap
muraro,segerstolpe,60%,0-100,0.915824320951937,1.40334993209597,scmap
muraro,segerstolpe,60%,0-100,0.921685443743656,1.67496604798551,scmap
muraro,segerstolpe,60%,ALL,0.861557429544384,68.2661837935718,scmap
muraro,segerstolpe,60%,ALL,0.849695755602855,66.8628338614758,scmap
muraro,segerstolpe,60%,ALL,0.833135087042346,70.7559981892259,scmap
muraro,segerstolpe,60%,ALL,0.866565653956857,68.5830692621095,scmap
muraro,segerstolpe,60%,ALL,0.875486724931079,68.0851063829787,scmap
muraro,segerstolpe,60%,ALL,0.86332314359996,67.5871435038479,scmap
muraro,segerstolpe,60%,ALL,0.843613519220428,75.4640108646446,scmap
muraro,segerstolpe,60%,ALL,0.851403280038427,69.6242643730195,scmap
muraro,segerstolpe,60%,ALL,0.863517005730531,68.9904934359439,scmap
muraro,segerstolpe,60%,ALL,0.859810087418291,68.2209144409235,scmap
muraro,segerstolpe,60%,ALL,0.8352007743073,70.4843820733363,scmap
muraro,segerstolpe,60%,ALL,0.860909479655522,68.130375735627,scmap
muraro,segerstolpe,60%,ALL,0.846653242605194,71.4350384789497,scmap
muraro,segerstolpe,60%,ALL,0.85493952685158,69.5789950203712,scmap
muraro,segerstolpe,60%,ALL,0.863254273957621,69.0810321412404,scmap
muraro,segerstolpe,60%,ALL,0.865830349691765,67.7682209144409,scmap
muraro,segerstolpe,60%,ALL,0.868529038566756,68.5377999094613,scmap
muraro,segerstolpe,60%,ALL,0.875166274429551,69.2168401991851,scmap
muraro,segerstolpe,60%,ALL,0.867277116544734,67.3607967406066,scmap
muraro,segerstolpe,60%,ALL,0.798593943139679,77.5916704391127,scmap
muraro,segerstolpe,60%,ALL,0.85853248794234,69.1715708465369,scmap
muraro,segerstolpe,60%,ALL,0.849110026606719,72.5667722951562,scmap
muraro,segerstolpe,60%,ALL,0.840449401717728,69.9411498415573,scmap
muraro,segerstolpe,60%,ALL,0.862364963175606,68.31145314622,scmap
muraro,segerstolpe,60%,ALL,0.867088969936991,70.7107288365776,scmap
muraro,segerstolpe,60%,ALL,0.87322542725382,68.2661837935718,scmap
muraro,segerstolpe,60%,ALL,0.87440815365112,67.4513354459031,scmap
muraro,segerstolpe,60%,ALL,0.870646026454089,68.492530556813,scmap
muraro,segerstolpe,60%,ALL,0.861959219913588,69.714803078316,scmap
muraro,segerstolpe,60%,ALL,0.842236627419853,68.8546853779991,scmap
muraro,segerstolpe,60%,ALL,0.867651229478063,67.4060660932549,scmap
muraro,segerstolpe,60%,ALL,0.867469649746082,68.0851063829787,scmap
muraro,segerstolpe,60%,ALL,0.847985626425264,70.7107288365776,scmap
muraro,segerstolpe,60%,ALL,0.860495702589933,68.5830692621095,scmap
muraro,segerstolpe,60%,ALL,0.860727453262471,67.7229515617927,scmap
muraro,segerstolpe,60%,ALL,0.864683836330735,68.9452240832956,scmap
muraro,segerstolpe,60%,ALL,0.872869365470404,68.0851063829787,scmap
muraro,segerstolpe,60%,ALL,0.87751624606535,68.7188773200543,scmap
muraro,segerstolpe,60%,ALL,0.873691997598422,67.6776822091444,scmap
muraro,segerstolpe,60%,ALL,0.870409889645095,69.9864191942055,scmap
muraro,segerstolpe,60%,ALL,0.857631322731698,68.6736079674061,scmap
muraro,segerstolpe,60%,ALL,0.867139287757007,69.2621095518334,scmap
muraro,segerstolpe,60%,ALL,0.850097066652435,70.9370755998189,scmap
muraro,segerstolpe,60%,ALL,0.850459006818442,67.0891806247171,scmap
muraro,segerstolpe,60%,ALL,0.818229731824523,75.8714350384789,scmap
muraro,segerstolpe,60%,ALL,0.819292816911202,75.5545495699412,scmap
muraro,segerstolpe,60%,ALL,0.860161496286602,69.8053417836125,scmap
muraro,segerstolpe,60%,ALL,0.852091512844511,68.8999547306474,scmap
muraro,segerstolpe,60%,ALL,0.870964332742069,68.5377999094613,scmap
muraro,segerstolpe,60%,ALL,0.876187896250448,67.9945676776822,scmap
muraro,segerstolpe,60%,ALL,0.882190558882288,67.4060660932549,scmap
muraro,segerstolpe,60%,ALL,0.874034676444809,67.1797193300136,scmap
muraro,segerstolpe,60%,ALL,0.867450899292609,69.1715708465369,scmap
muraro,segerstolpe,60%,ALL,0.829340918409184,77.5011317338162,scmap
muraro,segerstolpe,60%,ALL,0.864033092474847,67.6776822091444,scmap
muraro,segerstolpe,60%,ALL,0.858330918132313,69.533725667723,scmap
muraro,segerstolpe,60%,ALL,0.86820467660825,70.1674966047986,scmap
muraro,segerstolpe,60%,ALL,0.853569189833978,67.4513354459031,scmap
muraro,segerstolpe,60%,ALL,0.847619210187169,69.3073789044817,scmap
muraro,segerstolpe,60%,ALL,0.865255483355129,70.4843820733363,scmap
muraro,segerstolpe,60%,ALL,0.876167801672932,66.2743322770484,scmap
muraro,segerstolpe,60%,ALL,0.848579705108609,68.0398370303305,scmap
muraro,segerstolpe,60%,ALL,0.854522131774178,68.492530556813,scmap
muraro,segerstolpe,60%,ALL,0.816544578696976,77.1389769126302,scmap
muraro,segerstolpe,60%,ALL,0.82557136415029,70.1674966047986,scmap
muraro,segerstolpe,60%,ALL,0.836369431284754,70.076957899502,scmap
muraro,segerstolpe,60%,ALL,0.869080823839014,69.6695337256677,scmap
muraro,segerstolpe,60%,ALL,0.862498963644654,67.0891806247171,scmap
muraro,segerstolpe,60%,ALL,0.841625493569454,68.7188773200543,scmap
muraro,segerstolpe,60%,ALL,0.837494652013716,70.076957899502,scmap
muraro,segerstolpe,60%,ALL,0.863408784290211,69.2168401991851,scmap
muraro,segerstolpe,60%,ALL,0.877195282430815,66.4554096876415,scmap
muraro,segerstolpe,60%,ALL,0.830523646128599,75.3734721593481,scmap
muraro,segerstolpe,60%,ALL,0.857530967915457,69.9411498415573,scmap
muraro,segerstolpe,60%,ALL,0.862546686792555,70.6201901312811,scmap
muraro,segerstolpe,60%,ALL,0.852444976141601,70.6654594839294,scmap
muraro,segerstolpe,60%,ALL,0.873939548076848,67.1797193300136,scmap
muraro,segerstolpe,60%,ALL,0.876186878160385,67.3607967406066,scmap
muraro,segerstolpe,60%,ALL,0.85501661630107,68.5377999094613,scmap
muraro,segerstolpe,60%,ALL,0.862281681906474,67.8587596197374,scmap
muraro,segerstolpe,60%,ALL,0.870499938053847,70.0316885468538,scmap
muraro,segerstolpe,60%,ALL,0.869832070992118,66.545948392938,scmap
muraro,segerstolpe,60%,ALL,0.843220051717626,71.0728836577637,scmap
muraro,segerstolpe,60%,ALL,0.864451149299634,68.5830692621095,scmap
muraro,segerstolpe,60%,ALL,0.871998139507842,68.8546853779991,scmap
muraro,segerstolpe,60%,ALL,0.868159356083135,67.949298325034,scmap
muraro,segerstolpe,60%,ALL,0.863911778583995,69.6695337256677,scmap
muraro,segerstolpe,60%,ALL,0.84709286727224,67.9945676776822,scmap
muraro,segerstolpe,60%,ALL,0.874553027467408,67.5871435038479,scmap
muraro,segerstolpe,60%,ALL,0.863851131961395,69.895880488909,scmap
muraro,segerstolpe,60%,ALL,0.85211428505323,68.7188773200543,scmap
muraro,segerstolpe,60%,ALL,0.863343332934128,68.8546853779991,scmap
muraro,segerstolpe,60%,ALL,0.835289451202148,72.1593481213219,scmap
muraro,segerstolpe,60%,ALL,0.874150414695273,68.9452240832956,scmap
muraro,segerstolpe,60%,ALL,0.862523083810554,69.6695337256677,scmap
muraro,segerstolpe,60%,ALL,0.866977582867701,68.1756450882752,scmap
muraro,segerstolpe,60%,ALL,0.86250491556959,68.8094160253508,scmap
muraro,segerstolpe,60%,ALL,0.875066079295154,67.9040289723857,scmap
muraro,segerstolpe,60%,ALL,0.855116040350229,68.6736079674061,scmap
muraro,segerstolpe,60%,ALL,0.869089237474745,68.3567224988683,scmap
muraro,segerstolpe,60%,1000-2000,0.914685326219573,23.4495246717972,scmap
muraro,segerstolpe,60%,1000-2000,0.919194538069311,23.0421004979629,scmap
muraro,segerstolpe,60%,1000-2000,0.908960660572665,22.7704843820733,scmap
muraro,segerstolpe,60%,1000-2000,0.919470355650459,23.5400633770937,scmap
muraro,segerstolpe,60%,1000-2000,0.921852251130845,22.0461747397012,scmap
muraro,segerstolpe,60%,1000-2000,0.923188772070894,23.4495246717972,scmap
muraro,segerstolpe,60%,1000-2000,0.914269672436488,23.766410140335,scmap
muraro,segerstolpe,60%,1000-2000,0.917903012387589,22.9968311453146,scmap
muraro,segerstolpe,60%,1000-2000,0.917121027501693,24.0380262562245,scmap
muraro,segerstolpe,60%,1000-2000,0.918204817271798,22.9062924400181,scmap
muraro,segerstolpe,60%,1000-2000,0.924445046453461,22.6346763241286,scmap
muraro,segerstolpe,60%,1000-2000,0.911184167153788,23.766410140335,scmap
muraro,segerstolpe,60%,1000-2000,0.927420738233807,20.9144409234948,scmap
