,baron-human,segerstolpe,muraro,xin,pollen,li
human3_lib1.final_cell_0033,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0034,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0035,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0036,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0037,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0038,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0039,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0040,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0041,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0042,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0043,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0044,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0045,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0046,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0047,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0048,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0049,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0050,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0051,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0052,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0053,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0054,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0055,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0056,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0057,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0058,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0059,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0060,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0061,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0062,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0063,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0064,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0065,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib1.final_cell_0066,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0067,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0068,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0069,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0070,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0071,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human3_lib1.final_cell_0072,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0073,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0074,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0075,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0076,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0077,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0078,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0079,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0080,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0081,alpha,alpha,unassigned,alpha,unassigned,unassigned
human3_lib1.final_cell_0082,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0083,alpha,alpha,unassigned,alpha,unassigned,unassigned
human3_lib1.final_cell_0084,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0085,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0086,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0087,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0088,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0089,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0090,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0091,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0092,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0093,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0094,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0095,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0096,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0097,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0098,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0099,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0100,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0101,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0102,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0103,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0104,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0105,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0106,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0107,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0108,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0109,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0110,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0111,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0112,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0113,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0114,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0115,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0116,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0117,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0118,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0119,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0120,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0121,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0122,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0123,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0124,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0125,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0126,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0127,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0128,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0129,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0130,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0131,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0132,beta,beta,beta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0133,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib1.final_cell_0134,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0135,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0136,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0137,beta,beta,beta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0138,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0139,alpha,alpha,alpha,alpha,unassigned,unassigned
human3_lib1.final_cell_0140,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0141,delta,unclassified endocrine,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0142,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0143,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0144,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0145,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0146,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0147,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0148,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0149,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0150,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0151,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0152,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0153,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0154,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0155,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0156,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0157,alpha,PSC,unassigned,alpha,unassigned,unassigned
human3_lib1.final_cell_0158,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0159,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0160,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0161,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0162,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib1.final_cell_0163,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0164,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0165,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0166,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0167,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0168,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0169,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0170,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0171,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0172,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0173,alpha,alpha,alpha,alpha,unassigned,unassigned
human3_lib1.final_cell_0174,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0175,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0176,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0177,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0178,beta,beta,beta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0179,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0180,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0181,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0182,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0183,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0184,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0185,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0186,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0187,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0188,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0189,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0190,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0191,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0192,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0193,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0194,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0195,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0196,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0197,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0198,alpha,unassigned,unassigned,alpha,unassigned,unassigned
human3_lib1.final_cell_0199,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0200,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0201,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0202,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0203,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0204,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0205,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0206,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib1.final_cell_0207,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0208,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0209,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0210,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0211,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0212,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0213,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0214,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0215,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0216,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib1.final_cell_0217,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0218,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0219,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0220,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0221,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0222,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0223,alpha,unclassified endocrine,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0224,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0225,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0226,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0227,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0228,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib1.final_cell_0229,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0230,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0231,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0232,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib1.final_cell_0233,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0234,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0235,beta,beta,unassigned,unassigned,unassigned,unassigned
