reference,projection,downsample_frac,n_features,kappa,uns_rate,Method
segerstolpe,muraro,30%,ALL,0.304434211449008,53.857008466604,scmap-cluster
segerstolpe,muraro,30%,ALL,0.307141806995917,54.1862652869238,scmap-cluster
segerstolpe,muraro,30%,ALL,0.315702308249664,55.5032925682032,scmap-cluster
segerstolpe,muraro,30%,ALL,0.314162090436335,55.3151458137347,scmap-cluster
segerstolpe,muraro,30%,ALL,0.306743125742791,53.8099717779868,scmap-cluster
segerstolpe,muraro,30%,ALL,0.308234229576008,54.2333019755409,scmap-cluster
segerstolpe,muraro,30%,ALL,0.307336508518044,54.4684854186265,scmap-cluster
segerstolpe,muraro,30%,ALL,0.310433759409404,54.5625587958608,scmap-cluster
segerstolpe,muraro,30%,ALL,0.30852198474165,54.2333019755409,scmap-cluster
segerstolpe,muraro,30%,ALL,0.30135462126777,53.1984948259642,scmap-cluster
segerstolpe,muraro,30%,ALL,0.307330445143916,54.5155221072437,scmap-cluster
segerstolpe,muraro,30%,ALL,0.30438822990581,53.7158984007526,scmap-cluster
segerstolpe,muraro,30%,ALL,0.30722877261147,54.1862652869238,scmap-cluster
segerstolpe,muraro,30%,ALL,0.320024628208771,56.20884289746,scmap-cluster
segerstolpe,muraro,30%,ALL,0.312586103193688,54.9388523047977,scmap-cluster
segerstolpe,muraro,30%,ALL,0.310523333496562,54.8447789275635,scmap-cluster
segerstolpe,muraro,30%,ALL,0.312976774271365,55.1269990592662,scmap-cluster
segerstolpe,muraro,30%,ALL,0.320123032796166,56.3969896519285,scmap-cluster
segerstolpe,muraro,30%,ALL,0.318773906877575,55.8795860771402,scmap-cluster
segerstolpe,muraro,30%,ALL,0.313267630774277,55.2210724365005,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.551613687070622,62.5587958607714,scmap-cluster
segerstolpe,muraro,30%,100-200,0.906464269634013,6.72624647224835,scmap-cluster
segerstolpe,muraro,30%,100-200,0.893423387288427,8.3725305738476,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.529019768874289,63.6876763875823,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.565459369445678,58.7488240827846,scmap-cluster
segerstolpe,muraro,30%,100-200,0.913432680300965,7.52587017873942,scmap-cluster
segerstolpe,muraro,30%,100-200,0.917621437737569,6.49106302916275,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.607656069028733,66.4158043273754,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.603283816119364,64.0169332079022,scmap-cluster
segerstolpe,muraro,30%,100-200,0.884987725036637,9.26622765757291,scmap-cluster
segerstolpe,muraro,30%,100-200,0.758722015359089,8.137347130762,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.617942288287474,62.41768579492,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.530300327904839,61.4299153339605,scmap-cluster
segerstolpe,muraro,30%,100-200,0.865901916242731,10.3010348071496,scmap-cluster
segerstolpe,muraro,30%,100-200,0.855729061564817,10.5362182502352,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.557964107496366,65.1928504233302,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.513554249127119,63.7347130761994,scmap-cluster
segerstolpe,muraro,30%,100-200,0.70940370387997,37.3000940733772,scmap-cluster
segerstolpe,muraro,30%,100-200,0.907523392735529,9.689557855127,scmap-cluster
segerstolpe,muraro,30%,1000-2000,0.515966303229618,64.6754468485419,scmap-cluster
segerstolpe,muraro,30%,200-500,0.889380402952376,12.9821260583255,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.522325078511228,63.3584195672625,scmap-cluster
segerstolpe,muraro,30%,200-500,0.894070923123873,10.2539981185325,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.526173872617387,65.7572906867357,scmap-cluster
segerstolpe,muraro,30%,200-500,0.896870066956977,7.24365004703669,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.480751971357129,67.1683913452493,scmap-cluster
segerstolpe,muraro,30%,200-500,0.873917569310644,7.94920037629351,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.498150749300215,67.7798682972719,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.517761909066257,68.0620884289746,scmap-cluster
segerstolpe,muraro,30%,200-500,0.9115028169593,8.70178739416745,scmap-cluster
segerstolpe,muraro,30%,200-500,0.879280670753328,11.0536218250235,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.512796829207914,68.5794920037629,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.524415435042177,68.1091251175917,scmap-cluster
segerstolpe,muraro,30%,200-500,0.886610874790986,8.41956726246472,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.485481976691661,68.1091251175917,scmap-cluster
segerstolpe,muraro,30%,200-500,0.914037405341291,10.8184383819379,scmap-cluster
segerstolpe,muraro,30%,200-500,0.706835640686338,39.6048918156162,scmap-cluster
segerstolpe,muraro,30%,200-500,0.818447772675779,9.87770460959548,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.508008866326227,68.9087488240828,scmap-cluster
segerstolpe,muraro,30%,200-500,0.895433954596594,9.26622765757291,scmap-cluster
segerstolpe,muraro,30%,200-500,0.832975595460173,10.2069614299153,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.482956094900464,70.2728127939793,scmap-cluster
segerstolpe,muraro,30%,200-500,0.887681618085445,8.137347130762,scmap-cluster
segerstolpe,muraro,30%,200-500,0.820193309334494,8.3725305738476,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.516474785901148,72.2483537158984,scmap-cluster
segerstolpe,muraro,30%,200-500,0.903260315593109,9.21919096895579,scmap-cluster
segerstolpe,muraro,30%,200-500,0.882801059295161,13.0761994355597,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.493752219921859,70.931326434619,scmap-cluster
segerstolpe,muraro,30%,200-500,0.889015063855895,7.61994355597366,scmap-cluster
segerstolpe,muraro,30%,200-500,0.901651903049167,8.56067732831609,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.488040311395602,70.6020696142992,scmap-cluster
segerstolpe,muraro,30%,200-500,0.910201446785166,6.8203198494826,scmap-cluster
segerstolpe,muraro,30%,200-500,0.89393410242852,7.94920037629351,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.487659537982901,70.4139228598307,scmap-cluster
segerstolpe,muraro,30%,200-500,0.688503947974674,39.8871119473189,scmap-cluster
segerstolpe,muraro,30%,200-500,0.905481786109016,9.59548447789276,scmap-cluster
segerstolpe,muraro,30%,200-500,0.872451244085073,7.76105362182502,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.484956384997951,69.8024459078081,scmap-cluster
segerstolpe,muraro,30%,200-500,0.914153758013639,7.29068673565381,scmap-cluster
segerstolpe,muraro,30%,200-500,0.884330127772921,12.41768579492,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.526570684685243,73.1420507996237,scmap-cluster
segerstolpe,muraro,30%,200-500,0.854751633387015,12.5587958607714,scmap-cluster
segerstolpe,muraro,30%,200-500,0.853182972315128,9.54844778927563,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.547685806332399,73.5183443085607,scmap-cluster
segerstolpe,muraro,30%,200-500,0.884993445406401,9.92474129821261,scmap-cluster
segerstolpe,muraro,30%,200-500,0.894667794227597,9.26622765757291,scmap-cluster
segerstolpe,muraro,30%,200-500,0.889624385743603,12.1825023518344,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.505458988329059,72.2483537158984,scmap-cluster
segerstolpe,muraro,30%,200-500,0.905024186947036,11.0065851364064,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.469844797157449,69.9435559736595,scmap-cluster
segerstolpe,muraro,30%,200-500,0.844701939139805,10.1599247412982,scmap-cluster
segerstolpe,muraro,30%,200-500,0.913047391593516,8.41956726246472,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.479823053296502,71.2135465663217,scmap-cluster
segerstolpe,muraro,30%,200-500,0.485481976691661,68.1091251175917,scmap-cluster
segerstolpe,muraro,30%,200-500,0.87829515982188,8.65475070555033,scmap-cluster
segerstolpe,muraro,30%,200-500,0.878249962380886,10.065851364064,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.545398854479482,74.2709313264346,scmap-cluster
segerstolpe,muraro,30%,200-500,0.850248322611883,9.07808090310442,scmap-cluster
segerstolpe,muraro,30%,200-500,0.90501031958203,8.51364063969896,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.47478021572104,70.6020696142992,scmap-cluster
segerstolpe,muraro,30%,200-500,0.828572375557846,9.12511759172154,scmap-cluster
segerstolpe,muraro,30%,200-500,0.911292021019683,8.09031044214487,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.4988633760375,72.2483537158984,scmap-cluster
segerstolpe,muraro,30%,200-500,0.899715900580002,10.4891815616181,scmap-cluster
segerstolpe,muraro,30%,200-500,0.809889611538802,11.8062088428975,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.506411537497229,72.5776105362182,scmap-cluster
segerstolpe,muraro,30%,200-500,0.882498840905528,7.43179680150517,scmap-cluster
segerstolpe,muraro,30%,200-500,0.885020599358282,11.3358419567262,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.513964284377223,72.859830667921,scmap-cluster
segerstolpe,muraro,30%,200-500,0.886690810041646,13.2173095014111,scmap-cluster
segerstolpe,muraro,30%,200-500,0.89691754496147,10.065851364064,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.510182313336864,73.0479774223895,scmap-cluster
segerstolpe,muraro,30%,200-500,0.867083162114634,12.8410159924741,scmap-cluster
segerstolpe,muraro,30%,200-500,0.836236126356873,12.8880526810912,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.482961068355242,71.4016933207902,scmap-cluster
segerstolpe,muraro,30%,200-500,0.898512465129586,9.45437441204139,scmap-cluster
segerstolpe,muraro,30%,200-500,0.910352763128588,10.5832549388523,scmap-cluster
segerstolpe,muraro,30%,200-500,0.510209748140264,73.3301975540922,scmap-cluster
segerstolpe,muraro,30%,200-500,0.884899823259917,10.5832549388523,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.519686042760944,73.6124176857949,scmap-cluster
segerstolpe,muraro,30%,200-500,0.736738141471001,44.6848541862653,scmap-cluster
segerstolpe,muraro,30%,200-500,0.865881647610512,13.3584195672625,scmap-cluster
segerstolpe,muraro,30%,200-500,0.867833970408907,10.2069614299153,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.48701525640164,71.7309501411101,scmap-cluster
segerstolpe,muraro,30%,200-500,0.905730951643005,11.618062088429,scmap-cluster
segerstolpe,muraro,30%,200-500,0.87273655613572,13.2173095014111,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.510209748140264,73.3301975540922,scmap-cluster
segerstolpe,muraro,30%,200-500,0.850007345555222,14.3932267168391,scmap-cluster
segerstolpe,muraro,30%,200-500,0.872885315876021,13.5936030103481,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.53971212255009,75.3527751646284,scmap-cluster
segerstolpe,muraro,30%,200-500,0.860324064056383,11.0065851364064,scmap-cluster
segerstolpe,muraro,30%,200-500,0.869967384869532,13.9228598306679,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.535676023141204,74.6472248353716,scmap-cluster
segerstolpe,muraro,30%,200-500,0.884293852076303,11.6650987770461,scmap-cluster
segerstolpe,muraro,30%,200-500,0.898749082289994,10.7714016933208,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.501970956706916,73.1420507996237,scmap-cluster
segerstolpe,muraro,30%,200-500,0.893251680150089,11.1947318908749,scmap-cluster
segerstolpe,muraro,30%,200-500,0.90882111771222,9.0310442144873,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.541316099473393,75.3527751646284,scmap-cluster
segerstolpe,muraro,30%,200-500,0.799013521238262,11.8532455315146,scmap-cluster
segerstolpe,muraro,30%,200-500,0.701088527196618,40.2163687676388,scmap-cluster
segerstolpe,muraro,30%,200-500,0.864770702714056,11.4769520225776,scmap-cluster
segerstolpe,muraro,30%,200-500,0.902244708769636,9.54844778927563,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.528890402426839,75.0235183443086,scmap-cluster
segerstolpe,muraro,30%,200-500,0.86900239980574,11.0536218250235,scmap-cluster
segerstolpe,muraro,30%,200-500,0.804682187089837,11.618062088429,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.597355234504882,77.3753527751646,scmap-cluster
segerstolpe,muraro,30%,200-500,0.53971212255009,75.3527751646284,scmap-cluster
segerstolpe,muraro,30%,200-500,0.893026944282917,11.3358419567262,scmap-cluster
segerstolpe,muraro,30%,200-500,0.856173096075882,12.793979303857,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.527544351073763,75.1175917215428,scmap-cluster
segerstolpe,muraro,30%,200-500,0.81854548810298,10.6302916274694,scmap-cluster
segerstolpe,muraro,30%,200-500,0.896349774521063,10.9595484477893,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.541161290322581,76.1053621825024,scmap-cluster
segerstolpe,muraro,30%,200-500,0.67048573795356,41.2982126058326,scmap-cluster
segerstolpe,muraro,30%,200-500,0.88646694086798,13.3113828786453,scmap-cluster
segerstolpe,muraro,30%,200-500,0.852481331043176,11.618062088429,scmap-cluster
segerstolpe,muraro,30%,200-500,0.819618793056815,14.6754468485419,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.569243432334179,77.4223894637818,scmap-cluster
segerstolpe,muraro,30%,200-500,0.826836165010099,12.5587958607714,scmap-cluster
segerstolpe,muraro,30%,200-500,0.895197447072888,12.1354656632173,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.520888767696848,74.8824082784572,scmap-cluster
segerstolpe,muraro,30%,200-500,0.844627453044011,12.41768579492,scmap-cluster
segerstolpe,muraro,30%,200-500,0.82388467048224,10.5362182502352,scmap-cluster
segerstolpe,muraro,30%,200-500,0.851346218352787,14.3932267168391,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.53661342751923,76.2935089369708,scmap-cluster
segerstolpe,muraro,30%,200-500,0.725954026236381,46.3781749764817,scmap-cluster
segerstolpe,muraro,30%,200-500,0.847433476434241,13.1232361241769,scmap-cluster
segerstolpe,muraro,30%,200-500,0.915301955334932,9.26622765757291,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.557218148240148,76.9049858889934,scmap-cluster
segerstolpe,muraro,30%,200-500,0.89963163421168,13.5465663217309,scmap-cluster
segerstolpe,muraro,30%,200-500,0.825378752491281,13.8758231420508,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.551733026862722,76.9049858889934,scmap-cluster
segerstolpe,muraro,30%,200-500,0.864408187287209,14.5813734713076,scmap-cluster
segerstolpe,muraro,30%,200-500,0.879929453578308,11.9002822201317,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.569622169106286,78.4571966133584,scmap-cluster
segerstolpe,muraro,30%,200-500,0.893961058461088,12.7469426152399,scmap-cluster
segerstolpe,muraro,30%,200-500,0.881832220458055,14.8165569143932,scmap-cluster
segerstolpe,muraro,30%,200-500,0.535676023141204,74.6472248353716,scmap-cluster
segerstolpe,muraro,30%,200-500,0.843380066635909,12.4647224835372,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.540579751372571,77.6575729068674,scmap-cluster
segerstolpe,muraro,30%,200-500,0.890882827835117,14.1110065851364,scmap-cluster
segerstolpe,muraro,30%,200-500,0.779236473970601,12.7469426152399,scmap-cluster
segerstolpe,muraro,30%,200-500,0.869505891470832,15.52210724365,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.604330694053829,79.7742238946378,scmap-cluster
segerstolpe,muraro,30%,200-500,0.836730857094139,17.9209783631232,scmap-cluster
segerstolpe,muraro,30%,200-500,0.874577819321647,15.4280338664158,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.588232363491431,79.5390404515522,scmap-cluster
segerstolpe,muraro,30%,0-100,0.524415435042177,68.1091251175917,scmap-cluster
segerstolpe,muraro,30%,0-100,0.836730857094139,17.9209783631232,scmap-cluster
segerstolpe,muraro,30%,0-100,0.86097595804123,7.76105362182502,scmap-cluster
segerstolpe,muraro,30%,0-100,0.874498947218484,10.2069614299153,scmap-cluster
segerstolpe,muraro,30%,0-100,0.877598048472763,8.04327375352775,scmap-cluster
segerstolpe,muraro,30%,0-100,0.828802443798698,7.66698024459078,scmap-cluster
segerstolpe,muraro,30%,0-100,0.884556530400365,7.29068673565381,scmap-cluster
segerstolpe,muraro,30%,0-100,0.86512731601913,7.94920037629351,scmap-cluster
segerstolpe,muraro,30%,0-100,0.880536412610084,5.07996237064911,scmap-cluster
segerstolpe,muraro,30%,0-100,0.842070229027648,6.72624647224835,scmap-cluster
segerstolpe,muraro,30%,0-100,0.860978914704918,6.30291627469426,scmap-cluster
segerstolpe,muraro,30%,0-100,0.73240887415153,19.9905926622766,scmap-cluster
segerstolpe,muraro,30%,0-100,0.875618452485745,29.2568203198495,scmap-cluster
segerstolpe,muraro,30%,200-500,0.905723449495822,11.7591721542803,scmap-cluster
segerstolpe,muraro,30%,200-500,0.850103859529014,13.6876763875823,scmap-cluster
segerstolpe,muraro,30%,200-500,0.866453353223267,12.8410159924741,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.536491833665388,77.4223894637818,scmap-cluster
segerstolpe,muraro,30%,200-500,0.85739873807527,15.5691439322672,scmap-cluster
segerstolpe,muraro,30%,200-500,0.840284263218989,15.3339604891816,scmap-cluster
segerstolpe,muraro,30%,0-100,0.887584038352236,6.91439322671684,scmap-cluster
segerstolpe,muraro,30%,0-100,0.901651903049167,8.56067732831609,scmap-cluster
segerstolpe,muraro,30%,0-100,0.884293852076303,11.6650987770461,scmap-cluster
segerstolpe,muraro,30%,0-100,0.898749082289994,10.7714016933208,scmap-cluster
segerstolpe,muraro,30%,0-100,0.874577819321647,15.4280338664158,scmap-cluster
segerstolpe,muraro,30%,0-100,0.862405447812161,8.56067732831609,scmap-cluster
segerstolpe,muraro,30%,0-100,0.872391022413345,9.689557855127,scmap-cluster
segerstolpe,muraro,30%,0-100,0.886987753312344,5.78551269990593,scmap-cluster
segerstolpe,muraro,30%,0-100,0.857685069499582,7.33772342427093,scmap-cluster
segerstolpe,muraro,30%,0-100,0.871014353989557,7.7140169332079,scmap-cluster
segerstolpe,muraro,30%,0-100,0.864232634249598,7.52587017873942,scmap-cluster
segerstolpe,muraro,30%,0-100,0.868385929090657,6.11476952022578,scmap-cluster
segerstolpe,muraro,30%,0-100,0.81722385539789,8.88993414863594,scmap-cluster
segerstolpe,muraro,30%,0-100,0.871590076443327,6.77328316086547,scmap-cluster
segerstolpe,muraro,30%,0-100,0.848534152152586,6.02069614299153,scmap-cluster
segerstolpe,muraro,30%,0-100,0.848580203269525,10.7714016933208,scmap-cluster
segerstolpe,muraro,30%,0-100,0.889226880363853,5.83254938852305,scmap-cluster
segerstolpe,muraro,30%,0-100,0.882410387753485,7.85512699905927,scmap-cluster
segerstolpe,muraro,30%,0-100,0.854977243502561,6.77328316086547,scmap-cluster
segerstolpe,muraro,30%,0-100,0.856153127221177,6.44402634054562,scmap-cluster
segerstolpe,muraro,30%,0-100,0.870480734565621,8.74882408278457,scmap-cluster
segerstolpe,muraro,30%,0-100,0.830376845736402,8.46660395108184,scmap-cluster
segerstolpe,muraro,30%,200-500,0.849487207948599,17.3095014111007,scmap-cluster
segerstolpe,muraro,30%,200-500,0.806648684178708,11.6650987770461,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.548708670568712,78.1279397930386,scmap-cluster
segerstolpe,muraro,30%,200-500,0.804946132479466,13.3584195672625,scmap-cluster
segerstolpe,muraro,30%,200-500,0.804699642606165,11.9473189087488,scmap-cluster
segerstolpe,muraro,30%,0-100,0.831621659084895,6.44402634054562,scmap-cluster
segerstolpe,muraro,30%,0-100,0.853902535345754,5.12699905926623,scmap-cluster
segerstolpe,muraro,30%,0-100,0.756093683456111,7.0555032925682,scmap-cluster
segerstolpe,muraro,30%,0-100,0.878368627411231,4.93885230479774,scmap-cluster
segerstolpe,muraro,30%,0-100,0.758735873333798,31.1382878645343,scmap-cluster
segerstolpe,muraro,30%,200-500,0.903876544685144,14.5813734713076,scmap-cluster
segerstolpe,muraro,30%,200-500,0.878684416576073,15.0047036688617,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.609515892807663,80.3386641580433,scmap-cluster
segerstolpe,muraro,30%,200-500,0.857866289651053,15.5691439322672,scmap-cluster
segerstolpe,muraro,30%,0-100,0.892988068314481,8.27845719661336,scmap-cluster
segerstolpe,muraro,30%,0-100,0.910201446785166,6.8203198494826,scmap-cluster
segerstolpe,muraro,30%,0-100,0.866599896224252,5.45625587958608,scmap-cluster
segerstolpe,muraro,30%,0-100,0.807048105279048,7.33772342427093,scmap-cluster
segerstolpe,muraro,30%,0-100,0.838568372301524,5.40921919096896,scmap-cluster
segerstolpe,muraro,30%,0-100,0.83377209847366,10.3010348071496,scmap-cluster
segerstolpe,muraro,30%,0-100,0.85685540019181,5.55032925682032,scmap-cluster
segerstolpe,muraro,30%,0-100,0.883060010268491,7.90216368767639,scmap-cluster
segerstolpe,muraro,30%,0-100,0.864704970368894,5.12699905926623,scmap-cluster
segerstolpe,muraro,30%,0-100,0.866143700234313,5.92662276575729,scmap-cluster
segerstolpe,muraro,30%,0-100,0.87550671727401,6.44402634054562,scmap-cluster
segerstolpe,muraro,30%,0-100,0.860234714913058,5.17403574788335,scmap-cluster
segerstolpe,muraro,30%,0-100,0.88349689966631,6.63217309501411,scmap-cluster
segerstolpe,muraro,30%,0-100,0.881148989374709,19.755409219191,scmap-cluster
segerstolpe,muraro,30%,200-500,0.874870697595329,14.0639698965193,scmap-cluster
segerstolpe,muraro,30%,200-500,0.861949414876244,18.5794920037629,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.60665079301021,80.5738476011289,scmap-cluster
segerstolpe,muraro,30%,200-500,0.865935106958384,14.2521166509878,scmap-cluster
segerstolpe,muraro,30%,200-500,0.669468462265651,46.2841015992474,scmap-cluster
segerstolpe,muraro,30%,200-500,0.863241514680994,18.9087488240828,scmap-cluster
segerstolpe,muraro,30%,200-500,0.883386844639046,15.1928504233302,scmap-cluster
segerstolpe,muraro,30%,200-500,0.7960573347431,13.170272812794,scmap-cluster
segerstolpe,muraro,30%,0-100,0.67898063428838,32.8786453433678,scmap-cluster
segerstolpe,muraro,30%,0-100,0.843837298807331,6.02069614299153,scmap-cluster
segerstolpe,muraro,30%,0-100,0.627305493151931,56.20884289746,scmap-cluster
segerstolpe,muraro,30%,0-100,0.89393410242852,7.94920037629351,scmap-cluster
segerstolpe,muraro,30%,0-100,0.482961068355242,71.4016933207902,scmap-cluster
segerstolpe,muraro,30%,0-100,0.877209404861835,7.94920037629351,scmap-cluster
segerstolpe,muraro,30%,0-100,0.823393320810887,17.3095014111007,scmap-cluster
segerstolpe,muraro,30%,2000-5000,0.591081185413945,79.9153339604892,scmap-cluster
segerstolpe,muraro,30%,200-500,0.868564097438795,15.3339604891816,scmap-cluster
segerstolpe,muraro,30%,200-500,0.501970956706916,73.1420507996237,scmap-cluster
segerstolpe,muraro,30%,200-500,0.588232363491431,79.5390404515522,scmap-cluster
segerstolpe,muraro,30%,200-500,0.879318756320042,16.0395108184384,scmap-cluster
segerstolpe,muraro,30%,200-500,0.889609425883155,15.3339604891816,scmap-cluster
segerstolpe,muraro,30%,0-100,0.864335830884859,8.32549388523048,scmap-cluster
segerstolpe,muraro,30%,0-100,0.589814140467037,54.3273753527752,scmap-cluster
segerstolpe,muraro,30%,0-100,0.843478306089324,6.3969896519285,scmap-cluster
segerstolpe,muraro,30%,0-100,0.864135937846895,6.72624647224835,scmap-cluster
segerstolpe,muraro,30%,0-100,0.875975516012608,33.0667920978363,scmap-cluster
segerstolpe,muraro,30%,200-500,0.851344007357552,16.3687676387582,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.807859204258216,18.3913452492944,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.831035598705502,16.6980244590781,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.815900338385247,16.6039510818438,scmap-cluster
segerstolpe,muraro,30%,0-100,0.893251680150089,11.1947318908749,scmap-cluster
segerstolpe,muraro,30%,0-100,0.887770483637197,6.86735653809972,scmap-cluster
segerstolpe,muraro,30%,0-100,0.896658231842372,7.57290686735654,scmap-cluster
segerstolpe,muraro,30%,0-100,0.872512558044148,5.07996237064911,scmap-cluster
segerstolpe,muraro,30%,0-100,0.874428545844373,7.61994355597366,scmap-cluster
segerstolpe,muraro,30%,0-100,0.860058413474742,27.9397930385701,scmap-cluster
segerstolpe,muraro,30%,0-100,0.860560031101852,24.0827845719661,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.786078171154587,13.4054562558796,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.795269004505314,16.4158043273754,scmap-cluster
segerstolpe,muraro,30%,0-100,0.879144140278612,8.27845719661336,scmap-cluster
segerstolpe,muraro,30%,0-100,0.829260397412512,8.137347130762,scmap-cluster
segerstolpe,muraro,30%,0-100,0.905723449495822,11.7591721542803,scmap-cluster
segerstolpe,muraro,30%,0-100,0.850103859529014,13.6876763875823,scmap-cluster
segerstolpe,muraro,30%,0-100,0.877738062806906,6.91439322671684,scmap-cluster
segerstolpe,muraro,30%,0-100,0.850905294219957,24.2238946378175,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.835209585727554,15.6161806208843,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.783369330453564,16.0395108184384,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.677975912197511,50.8466603951082,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.82244609012374,18.1561618062088,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.895291897227483,19.379115710254,scmap-cluster
segerstolpe,muraro,30%,0-100,0.80820437146657,35.653809971778,scmap-cluster
segerstolpe,muraro,30%,0-100,0.688503947974674,39.8871119473189,scmap-cluster
segerstolpe,muraro,30%,0-100,0.905481786109016,9.59548447789276,scmap-cluster
segerstolpe,muraro,30%,0-100,0.90882111771222,9.0310442144873,scmap-cluster
segerstolpe,muraro,30%,0-100,0.527544351073763,75.1175917215428,scmap-cluster
segerstolpe,muraro,30%,0-100,0.828216614380765,6.3969896519285,scmap-cluster
segerstolpe,muraro,30%,0-100,0.892877704215571,4.98588899341486,scmap-cluster
segerstolpe,muraro,30%,0-100,0.746931420188794,16.8391345249294,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.830852493847814,16.1806208842897,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.816665320046871,16.6039510818438,scmap-cluster
segerstolpe,muraro,30%,0-100,0.816287858728999,39.934148635936,scmap-cluster
segerstolpe,muraro,30%,0-100,0.725473310737384,49.8118532455315,scmap-cluster
segerstolpe,muraro,30%,0-100,0.872451244085073,7.76105362182502,scmap-cluster
segerstolpe,muraro,30%,0-100,0.541316099473393,75.3527751646284,scmap-cluster
segerstolpe,muraro,30%,0-100,0.548708670568712,78.1279397930386,scmap-cluster
segerstolpe,muraro,30%,0-100,0.885035129036946,9.83066792097836,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.837138934048452,17.826904985889,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.831121576766246,18.5794920037629,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.881148989374709,19.755409219191,scmap-cluster
segerstolpe,muraro,30%,500-1000,0.823393320810887,17.3095014111007,scmap-cluster
segerstolpe,muraro,30%,0-100,0.866583344521446,7.66698024459078,scmap-cluster
segerstolpe,muraro,30%,0-100,0.881815793697281,8.41956726246472,scmap-cluster
