reference,projection,downsample_frac,n_features,kappa,uns_rate,Method
muraro,segerstolpe,30%,100-200,0.892654742745201,33.0466274332277,scmap-cell
muraro,segerstolpe,30%,100-200,0.888325435752487,27.0258035310095,scmap-cell
muraro,segerstolpe,30%,100-200,0.906903017533007,20.1901312811227,scmap-cell
muraro,segerstolpe,30%,100-200,0.851766281899573,17.8813942960616,scmap-cell
muraro,segerstolpe,30%,100-200,0.880545664648885,23.9022181982798,scmap-cell
muraro,segerstolpe,30%,100-200,0.957637957670223,29.2440018107741,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.89690523228187,16.7043911272069,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.890217069253531,16.2516976007243,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.888800454931986,12.4038026256225,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.881087437901376,23.0873698506111,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.896047156614751,14.9388863739249,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.89751941277821,16.8401991851517,scmap-cell
muraro,segerstolpe,30%,200-500,0.885322640625528,14.5767315527388,scmap-cell
muraro,segerstolpe,30%,200-500,0.891674321833346,12.856496152105,scmap-cell
muraro,segerstolpe,30%,200-500,0.906862548039911,17.3381620642825,scmap-cell
muraro,segerstolpe,30%,200-500,0.894337026473075,16.5685830692621,scmap-cell
muraro,segerstolpe,30%,200-500,0.883569719345687,16.7043911272069,scmap-cell
muraro,segerstolpe,30%,200-500,0.917581558999715,14.3503847894975,scmap-cell
muraro,segerstolpe,30%,200-500,0.896047686763092,15.663196016297,scmap-cell
muraro,segerstolpe,30%,200-500,0.888872954403968,19.5563603440471,scmap-cell
muraro,segerstolpe,30%,200-500,0.880186612882413,15.663196016297,scmap-cell
muraro,segerstolpe,30%,200-500,0.86708416734857,14.5767315527388,scmap-cell
muraro,segerstolpe,30%,200-500,0.90349039078836,19.2847442281575,scmap-cell
muraro,segerstolpe,30%,200-500,0.872438598926231,13.8524219103667,scmap-cell
muraro,segerstolpe,30%,200-500,0.891033473586709,15.3915799004074,scmap-cell
muraro,segerstolpe,30%,200-500,0.915804302255819,20.77863286555,scmap-cell
muraro,segerstolpe,30%,200-500,0.847597197300852,13.7166138524219,scmap-cell
muraro,segerstolpe,30%,200-500,0.838374200744975,14.5767315527388,scmap-cell
muraro,segerstolpe,30%,200-500,0.900165503646093,17.8361249434133,scmap-cell
muraro,segerstolpe,30%,200-500,0.885824505319781,17.609778180172,scmap-cell
muraro,segerstolpe,30%,200-500,0.910929662271448,17.247623358986,scmap-cell
muraro,segerstolpe,30%,200-500,0.910199084024325,14.3956541421458,scmap-cell
muraro,segerstolpe,30%,200-500,0.901316208996889,21.1860570393843,scmap-cell
muraro,segerstolpe,30%,200-500,0.905346732722107,14.8030783159801,scmap-cell
muraro,segerstolpe,30%,200-500,0.891943260864485,16.8854685377999,scmap-cell
muraro,segerstolpe,30%,200-500,0.880516776026085,20.7333635129018,scmap-cell
muraro,segerstolpe,30%,200-500,0.887433842862574,15.5726573110005,scmap-cell
muraro,segerstolpe,30%,200-500,0.830763300368262,12.3585332729742,scmap-cell
muraro,segerstolpe,30%,200-500,0.885709517342076,15.5273879583522,scmap-cell
muraro,segerstolpe,30%,200-500,0.885779464026407,15.9800814848348,scmap-cell
muraro,segerstolpe,30%,200-500,0.875828302377307,15.3915799004074,scmap-cell
muraro,segerstolpe,30%,200-500,0.876664299572912,15.3463105477592,scmap-cell
muraro,segerstolpe,30%,200-500,0.895410447710024,20.3259393390674,scmap-cell
muraro,segerstolpe,30%,200-500,0.880160657059394,18.6962426437302,scmap-cell
muraro,segerstolpe,30%,200-500,0.911860250184608,16.7496604798551,scmap-cell
muraro,segerstolpe,30%,200-500,0.842254029076975,11.9963784517881,scmap-cell
muraro,segerstolpe,30%,200-500,0.88616292772443,14.6672702580353,scmap-cell
muraro,segerstolpe,30%,200-500,0.850140707721977,14.5314622000905,scmap-cell
muraro,segerstolpe,30%,200-500,0.864570893479354,16.8401991851517,scmap-cell
muraro,segerstolpe,30%,200-500,0.931020937266764,20.5070167496605,scmap-cell
muraro,segerstolpe,30%,200-500,0.882904686634737,14.0334993209597,scmap-cell
muraro,segerstolpe,30%,200-500,0.892044211617063,15.7084653689452,scmap-cell
muraro,segerstolpe,30%,200-500,0.878228541792654,13.8524219103667,scmap-cell
muraro,segerstolpe,30%,200-500,0.909025889751164,14.7125396106836,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.907844310726582,16.1158895427795,scmap-cell
muraro,segerstolpe,30%,200-500,0.889441296602315,14.7578089633318,scmap-cell
muraro,segerstolpe,30%,200-500,0.901452519999846,17.3834314169307,scmap-cell
muraro,segerstolpe,30%,200-500,0.888563860752125,20.0090538705297,scmap-cell
muraro,segerstolpe,30%,200-500,0.907404861349674,12.5848800362155,scmap-cell
muraro,segerstolpe,30%,200-500,0.93133207476713,25.0792213671345,scmap-cell
muraro,segerstolpe,30%,200-500,0.851675308734653,13.7166138524219,scmap-cell
muraro,segerstolpe,30%,200-500,0.828483653794366,17.3381620642825,scmap-cell
muraro,segerstolpe,30%,200-500,0.878834993960259,14.8030783159801,scmap-cell
muraro,segerstolpe,30%,200-500,0.857862606271284,15.7990040742417,scmap-cell
muraro,segerstolpe,30%,200-500,0.900487634753473,15.8895427795383,scmap-cell
muraro,segerstolpe,30%,200-500,0.900229860072478,14.9841557265731,scmap-cell
muraro,segerstolpe,30%,200-500,0.880548635816013,14.5767315527388,scmap-cell
muraro,segerstolpe,30%,200-500,0.908653547693319,15.8895427795383,scmap-cell
muraro,segerstolpe,30%,200-500,0.907278780065542,12.2679945676777,scmap-cell
muraro,segerstolpe,30%,200-500,0.890494965699173,16.5233137166139,scmap-cell
muraro,segerstolpe,30%,200-500,0.906451971767731,15.7537347215935,scmap-cell
muraro,segerstolpe,30%,200-500,0.900177850981904,17.4739701222273,scmap-cell
muraro,segerstolpe,30%,200-500,0.850402315202265,13.8071525577184,scmap-cell
muraro,segerstolpe,30%,200-500,0.900379254401984,16.3875056586691,scmap-cell
muraro,segerstolpe,30%,200-500,0.902193429453932,21.6840199185152,scmap-cell
muraro,segerstolpe,30%,200-500,0.890598813225048,16.6591217745586,scmap-cell
muraro,segerstolpe,30%,200-500,0.842891797396046,16.1158895427795,scmap-cell
muraro,segerstolpe,30%,200-500,0.894488532992507,15.0746944318696,scmap-cell
muraro,segerstolpe,30%,200-500,0.895156659298475,15.7084653689452,scmap-cell
muraro,segerstolpe,30%,200-500,0.900282298757661,15.84427342689,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.919655133519706,20.3712086917157,scmap-cell
muraro,segerstolpe,30%,200-500,0.902180378090369,15.9348121321865,scmap-cell
muraro,segerstolpe,30%,200-500,0.818116991020762,10.3214124038026,scmap-cell
muraro,segerstolpe,30%,200-500,0.906786346246201,14.8483476686283,scmap-cell
muraro,segerstolpe,30%,200-500,0.90274513938248,16.4780443639656,scmap-cell
muraro,segerstolpe,30%,200-500,0.882551781678561,14.7578089633318,scmap-cell
muraro,segerstolpe,30%,200-500,0.895486779815482,16.1611588954278,scmap-cell
muraro,segerstolpe,30%,200-500,0.908248417570007,14.3051154368493,scmap-cell
muraro,segerstolpe,30%,200-500,0.881072061123057,16.4780443639656,scmap-cell
muraro,segerstolpe,30%,200-500,0.89750260555206,19.8279764599366,scmap-cell
muraro,segerstolpe,30%,200-500,0.864089894499876,13.1733816206428,scmap-cell
muraro,segerstolpe,30%,200-500,0.854906544943422,18.9225894069715,scmap-cell
muraro,segerstolpe,30%,200-500,0.883178609171876,14.8030783159801,scmap-cell
muraro,segerstolpe,30%,200-500,0.810577090788801,53.1009506564056,scmap-cell
muraro,segerstolpe,30%,200-500,0.915112941501346,16.2516976007243,scmap-cell
muraro,segerstolpe,30%,200-500,0.885067392655656,14.1240380262562,scmap-cell
muraro,segerstolpe,30%,200-500,0.8578433004399,13.6260751471254,scmap-cell
muraro,segerstolpe,30%,200-500,0.903588049006672,14.8030783159801,scmap-cell
muraro,segerstolpe,30%,200-500,0.871644011999727,15.84427342689,scmap-cell
muraro,segerstolpe,30%,200-500,0.867668581833775,13.3544590312359,scmap-cell
muraro,segerstolpe,30%,200-500,0.907431249528985,14.3503847894975,scmap-cell
muraro,segerstolpe,30%,2000-5000,0.894268220248496,16.7496604798551,scmap-cell
muraro,segerstolpe,30%,200-500,0.877303823464009,15.0746944318696,scmap-cell
muraro,segerstolpe,30%,200-500,0.846662343677628,14.8483476686283,scmap-cell
muraro,segerstolpe,30%,200-500,0.895518935103525,18.3793571751924,scmap-cell
muraro,segerstolpe,30%,200-500,0.905429396390978,15.9348121321865,scmap-cell
muraro,segerstolpe,30%,200-500,0.851327213453993,13.4902670891806,scmap-cell
muraro,segerstolpe,30%,200-500,0.896715540285786,16.3875056586691,scmap-cell
muraro,segerstolpe,30%,200-500,0.900662355777371,14.8483476686283,scmap-cell
muraro,segerstolpe,30%,200-500,0.86399923175577,22.0461747397012,scmap-cell
muraro,segerstolpe,30%,200-500,0.924074537351697,18.2888184698959,scmap-cell
muraro,segerstolpe,30%,200-500,0.898585467116782,15.0294250792214,scmap-cell
muraro,segerstolpe,30%,200-500,0.905917930917791,17.5645088275238,scmap-cell
muraro,segerstolpe,30%,200-500,0.888642000419244,15.663196016297,scmap-cell
muraro,segerstolpe,30%,200-500,0.894377641221424,22.4535989135355,scmap-cell
muraro,segerstolpe,30%,500-1000,0.881520305273658,14.4861928474423,scmap-cell
muraro,segerstolpe,30%,500-1000,0.903568946777614,16.3422363060208,scmap-cell
muraro,segerstolpe,30%,500-1000,0.895607456659843,13.1281122679946,scmap-cell
muraro,segerstolpe,30%,500-1000,0.868614583304355,13.9882299683115,scmap-cell
muraro,segerstolpe,30%,500-1000,0.901508953243667,15.6179266636487,scmap-cell
muraro,segerstolpe,30%,500-1000,0.921776693762645,18.6962426437302,scmap-cell
muraro,segerstolpe,30%,500-1000,0.873254156847571,15.2557718424627,scmap-cell
muraro,segerstolpe,30%,500-1000,0.885173706345584,14.440923494794,scmap-cell
muraro,segerstolpe,30%,500-1000,0.9014524112124,14.9388863739249,scmap-cell
muraro,segerstolpe,30%,500-1000,0.892274129692396,14.7578089633318,scmap-cell
muraro,segerstolpe,30%,500-1000,0.877320061800551,16.4780443639656,scmap-cell
muraro,segerstolpe,30%,500-1000,0.861468637262888,13.0828429153463,scmap-cell
muraro,segerstolpe,30%,500-1000,0.889888869912086,15.7084653689452,scmap-cell
muraro,segerstolpe,30%,500-1000,0.897757433290657,16.1611588954278,scmap-cell
muraro,segerstolpe,30%,500-1000,0.895388242614631,28.5649615210502,scmap-cell
muraro,segerstolpe,30%,500-1000,0.909954153622457,14.5767315527388,scmap-cell
muraro,segerstolpe,30%,500-1000,0.896789089801319,16.5233137166139,scmap-cell
muraro,segerstolpe,30%,500-1000,0.892100850954794,13.6260751471254,scmap-cell
muraro,segerstolpe,30%,500-1000,0.911359395062007,17.2928927116342,scmap-cell
muraro,segerstolpe,30%,500-1000,0.905229151881395,22.9515617926664,scmap-cell
muraro,segerstolpe,30%,500-1000,0.906989815827623,15.3463105477592,scmap-cell
muraro,segerstolpe,30%,500-1000,0.908331806240036,19.3752829334541,scmap-cell
muraro,segerstolpe,30%,500-1000,0.910189306853202,16.8854685377999,scmap-cell
muraro,segerstolpe,30%,500-1000,0.871998995407519,14.9388863739249,scmap-cell
muraro,segerstolpe,30%,500-1000,0.896867228925174,22.8610230873699,scmap-cell
muraro,segerstolpe,30%,500-1000,0.859249070440011,11.7700316885469,scmap-cell
muraro,segerstolpe,30%,500-1000,0.823228253898981,17.0212765957447,scmap-cell
muraro,segerstolpe,30%,500-1000,0.8950233281493,16.025350837483,scmap-cell
muraro,segerstolpe,30%,500-1000,0.840844971670679,11.3173381620643,scmap-cell
muraro,segerstolpe,30%,500-1000,0.898974136325053,13.7166138524219,scmap-cell
muraro,segerstolpe,30%,500-1000,0.879729462579451,14.259846084201,scmap-cell
muraro,segerstolpe,30%,500-1000,0.901222468998305,17.0665459483929,scmap-cell
muraro,segerstolpe,30%,500-1000,0.875281894329897,14.8483476686283,scmap-cell
muraro,segerstolpe,30%,500-1000,0.895323183984925,13.5355364418289,scmap-cell
muraro,segerstolpe,30%,500-1000,0.904623514557628,19.013128112268,scmap-cell
muraro,segerstolpe,30%,500-1000,0.874812015214092,16.5233137166139,scmap-cell
muraro,segerstolpe,30%,500-1000,0.892546459221986,11.8153010411951,scmap-cell
muraro,segerstolpe,30%,500-1000,0.909694244784117,16.1158895427795,scmap-cell
muraro,segerstolpe,30%,500-1000,0.867207375938973,14.5314622000905,scmap-cell
muraro,segerstolpe,30%,500-1000,0.900836953814345,17.8813942960616,scmap-cell
muraro,segerstolpe,30%,500-1000,0.893782773325052,14.3503847894975,scmap-cell
muraro,segerstolpe,30%,500-1000,0.898774657005358,16.0706201901313,scmap-cell
muraro,segerstolpe,30%,500-1000,0.835179558593915,16.7949298325034,scmap-cell
muraro,segerstolpe,30%,500-1000,0.906037559677813,16.2064282480761,scmap-cell
muraro,segerstolpe,30%,500-1000,0.861636159380879,11.7247623358986,scmap-cell
muraro,segerstolpe,30%,500-1000,0.889939065601883,12.856496152105,scmap-cell
muraro,segerstolpe,30%,500-1000,0.874486243910328,14.3051154368493,scmap-cell
muraro,segerstolpe,30%,500-1000,0.871450870163773,16.025350837483,scmap-cell
muraro,segerstolpe,30%,500-1000,0.894268220248496,16.7496604798551,scmap-cell
muraro,segerstolpe,30%,500-1000,0.901696654799705,16.7496604798551,scmap-cell
muraro,segerstolpe,30%,500-1000,0.869695523607288,15.7537347215935,scmap-cell
muraro,segerstolpe,30%,500-1000,0.906138015013849,13.1733816206428,scmap-cell
muraro,segerstolpe,30%,500-1000,0.874229323760147,14.3956541421458,scmap-cell
muraro,segerstolpe,30%,500-1000,0.890492842575323,13.9429606156632,scmap-cell
muraro,segerstolpe,30%,500-1000,0.894066726553171,18.1982797645994,scmap-cell
muraro,segerstolpe,30%,500-1000,0.812098207476654,9.95925758261657,scmap-cell
muraro,segerstolpe,30%,500-1000,0.866672655332182,19.8732458125849,scmap-cell
muraro,segerstolpe,30%,500-1000,0.890998847061838,22.4083295608873,scmap-cell
muraro,segerstolpe,30%,500-1000,0.872608831903133,15.6179266636487,scmap-cell
muraro,segerstolpe,30%,500-1000,0.902614782024625,15.7084653689452,scmap-cell
muraro,segerstolpe,30%,500-1000,0.855711092252926,13.2186509732911,scmap-cell
muraro,segerstolpe,30%,500-1000,0.90780422631742,14.8936170212766,scmap-cell
muraro,segerstolpe,30%,500-1000,0.84816014600462,24.5812584880036,scmap-cell
muraro,segerstolpe,30%,500-1000,0.896422048437236,14.5314622000905,scmap-cell
muraro,segerstolpe,30%,500-1000,0.860057849255021,17.7908555907651,scmap-cell
muraro,segerstolpe,30%,500-1000,0.873443234111959,13.2186509732911,scmap-cell
muraro,segerstolpe,30%,500-1000,0.874394387757221,12.4490719782707,scmap-cell
muraro,segerstolpe,30%,500-1000,0.878739046907497,14.6220009053871,scmap-cell
muraro,segerstolpe,30%,500-1000,0.85838586772009,12.9017655047533,scmap-cell
muraro,segerstolpe,30%,500-1000,0.838627212644347,11.5436849253056,scmap-cell
muraro,segerstolpe,30%,500-1000,0.901507929364908,17.7003168854685,scmap-cell
muraro,segerstolpe,30%,500-1000,0.877995614385262,19.0583974649163,scmap-cell
muraro,segerstolpe,30%,500-1000,0.888882932408021,15.1652331371661,scmap-cell
muraro,segerstolpe,30%,500-1000,0.873796007951089,20.0090538705297,scmap-cell
muraro,segerstolpe,30%,500-1000,0.912896066670549,19.5110909913988,scmap-cell
muraro,segerstolpe,30%,500-1000,0.888866929059843,14.8030783159801,scmap-cell
muraro,segerstolpe,30%,500-1000,0.892356348487917,13.5355364418289,scmap-cell
muraro,segerstolpe,30%,500-1000,0.897117112862335,13.4449977365324,scmap-cell
muraro,segerstolpe,30%,500-1000,0.822798721308643,24.3096423721141,scmap-cell
muraro,segerstolpe,30%,500-1000,0.884300451260987,12.5848800362155,scmap-cell
muraro,segerstolpe,30%,500-1000,0.825205732328142,16.2516976007243,scmap-cell
muraro,segerstolpe,30%,500-1000,0.898638378689354,21.4576731552739,scmap-cell
muraro,segerstolpe,30%,500-1000,0.906365964439488,14.4861928474423,scmap-cell
muraro,segerstolpe,30%,500-1000,0.834011610996707,12.7206880941603,scmap-cell
muraro,segerstolpe,30%,500-1000,0.907855401379937,12.9470348574015,scmap-cell
muraro,segerstolpe,30%,500-1000,0.849315517102288,14.1693073789045,scmap-cell
muraro,segerstolpe,30%,500-1000,0.909069848042005,19.9637845178814,scmap-cell
muraro,segerstolpe,30%,500-1000,0.896047156614751,14.9388863739249,scmap-cell
muraro,segerstolpe,30%,500-1000,0.88575524145083,14.1693073789045,scmap-cell
muraro,segerstolpe,30%,500-1000,0.87762646250835,14.440923494794,scmap-cell
muraro,segerstolpe,30%,500-1000,0.840796285928172,13.5355364418289,scmap-cell
muraro,segerstolpe,30%,500-1000,0.898232521112679,22.9062924400181,scmap-cell
muraro,segerstolpe,30%,500-1000,0.826009321513669,10.5024898143957,scmap-cell
muraro,segerstolpe,30%,500-1000,0.869430197381513,15.84427342689,scmap-cell
muraro,segerstolpe,30%,500-1000,0.876330888483114,18.9678587596197,scmap-cell
muraro,segerstolpe,30%,500-1000,0.889219329975842,14.0334993209597,scmap-cell
muraro,segerstolpe,30%,500-1000,0.893785022924096,19.4658216387506,scmap-cell
muraro,segerstolpe,30%,500-1000,0.875603057967787,24.1285649615211,scmap-cell
muraro,segerstolpe,30%,500-1000,0.87967347891218,15.663196016297,scmap-cell
muraro,segerstolpe,30%,500-1000,0.894416350226783,17.9719330013581,scmap-cell
muraro,segerstolpe,30%,500-1000,0.873583786737381,18.1530104119511,scmap-cell
muraro,segerstolpe,30%,500-1000,0.870951971133337,15.2105024898144,scmap-cell
muraro,segerstolpe,50%,0-100,0.379614704995044,66.4101403349932,scmap-cell
muraro,segerstolpe,50%,0-100,0.679814434752865,60.1177003168855,scmap-cell
muraro,segerstolpe,50%,0-100,0.151505993325615,68.9904934359439,scmap-cell
muraro,segerstolpe,50%,0-100,0.37511811023622,97.1027614305115,scmap-cell
muraro,segerstolpe,50%,0-100,0.472419813760993,80.0362154821186,scmap-cell
muraro,segerstolpe,50%,0-100,0.458595558081936,65.0067904028972,scmap-cell
muraro,segerstolpe,50%,0-100,0.409861884112405,74.2417383431417,scmap-cell
muraro,segerstolpe,50%,0-100,0.690107270560191,73.0194658216387,scmap-cell
muraro,segerstolpe,50%,0-100,0.412162162162162,91.5346310547759,scmap-cell
muraro,segerstolpe,50%,0-100,0.227491481525702,66.2290629244002,scmap-cell
muraro,segerstolpe,50%,0-100,0.474348121564747,77.3200543232232,scmap-cell
muraro,segerstolpe,50%,0-100,0.0722754459323558,87.0982344952467,scmap-cell
muraro,segerstolpe,50%,0-100,0.312811550884636,47.2159348121322,scmap-cell
muraro,segerstolpe,50%,0-100,0.463846723101637,78.1349026708918,scmap-cell
muraro,segerstolpe,50%,0-100,0.363504590111129,44.0923494794024,scmap-cell
muraro,segerstolpe,50%,0-100,0.228961167540611,85.2421910366682,scmap-cell
muraro,segerstolpe,50%,0-100,0.40342877077571,75.6450882752377,scmap-cell
muraro,segerstolpe,50%,0-100,0.528840523903216,77.4105930285197,scmap-cell
muraro,segerstolpe,50%,0-100,0.462625359068689,72.6120416478044,scmap-cell
muraro,segerstolpe,50%,0-100,-0.00329815303430083,94.7034857401539,scmap-cell
muraro,segerstolpe,50%,0-100,0.440439094926784,78.6781349026709,scmap-cell
muraro,segerstolpe,50%,0-100,0.37486045992409,72.1140787686736,scmap-cell
muraro,segerstolpe,50%,0-100,0.0709395683125981,59.8008148483477,scmap-cell
muraro,segerstolpe,50%,0-100,0.20779481684859,84.6989588048891,scmap-cell
muraro,segerstolpe,50%,0-100,0.0569282851472819,80.1720235400634,scmap-cell
muraro,segerstolpe,50%,0-100,0.249592132172155,86.9171570846537,scmap-cell
muraro,segerstolpe,50%,0-100,0.0507923710664885,87.5509280217293,scmap-cell
muraro,segerstolpe,50%,0-100,0.360275734847933,72.883657763694,scmap-cell
muraro,segerstolpe,50%,0-100,0.332747031848734,74.4228157537347,scmap-cell
muraro,segerstolpe,50%,0-100,0.601121844811468,97.1027614305115,scmap-cell
muraro,segerstolpe,50%,0-100,0.296465620428248,81.0321412403803,scmap-cell
muraro,segerstolpe,50%,0-100,0.443764535036673,46.6274332277048,scmap-cell
muraro,segerstolpe,50%,0-100,0.130949014221073,55.2286102308737,scmap-cell
muraro,segerstolpe,50%,0-100,0.752083082661533,63.1507469443187,scmap-cell
muraro,segerstolpe,50%,0-100,0.198307505281669,78.4970574920779,scmap-cell
muraro,segerstolpe,50%,0-100,0.0358707393997294,63.2865550022635,scmap-cell
muraro,segerstolpe,50%,0-100,0.642819931571463,79.4929832503395,scmap-cell
muraro,segerstolpe,50%,0-100,0.532759945562108,63.1507469443187,scmap-cell
muraro,segerstolpe,50%,0-100,0.107958907615252,81.8922589406971,scmap-cell
muraro,segerstolpe,50%,0-100,0.519376289841779,82.209144409235,scmap-cell
muraro,segerstolpe,50%,0-100,0.056881162125897,50.3847894975102,scmap-cell
muraro,segerstolpe,50%,0-100,0.516148256483486,52.1502942507922,scmap-cell
muraro,segerstolpe,50%,0-100,0.189596597466254,70.9823449524672,scmap-cell
muraro,segerstolpe,50%,0-100,0.215711795467751,89.9502037120869,scmap-cell
muraro,segerstolpe,50%,0-100,0.0934597776324398,47.3970122227252,scmap-cell
muraro,segerstolpe,50%,0-100,0.331956631301449,67.5871435038479,scmap-cell
muraro,segerstolpe,50%,0-100,0.263617826973493,42.779538252603,scmap-cell
muraro,segerstolpe,50%,0-100,0.406698564593301,84.5631507469443,scmap-cell
muraro,segerstolpe,50%,0-100,0.213003646270256,74.468085106383,scmap-cell
muraro,segerstolpe,50%,0-100,0.198155060879082,78.8139429606157,scmap-cell
muraro,segerstolpe,50%,0-100,0.613286192446092,49.9773653236759,scmap-cell
muraro,segerstolpe,50%,0-100,0.231881502380533,95.5183340878225,scmap-cell
muraro,segerstolpe,50%,0-100,0.381679389312977,97.4196468990493,scmap-cell
muraro,segerstolpe,50%,0-100,0.364462550924475,84.6989588048891,scmap-cell
muraro,segerstolpe,50%,0-100,0.246706725213774,88.8637392485287,scmap-cell
muraro,segerstolpe,50%,0-100,0.382766385636801,59.6650067904029,scmap-cell
muraro,segerstolpe,50%,0-100,0.0970430884271542,81.6206428248076,scmap-cell
muraro,segerstolpe,50%,0-100,0.672664848138045,55.5454956994115,scmap-cell
muraro,segerstolpe,50%,0-100,0.671527619047619,85.6496152105025,scmap-cell
muraro,segerstolpe,50%,0-100,0.529944448672095,90.3576278859212,scmap-cell
muraro,segerstolpe,50%,0-100,0.353776088482545,84.7442281575373,scmap-cell
muraro,segerstolpe,50%,0-100,0.333044982698962,88.3657763693979,scmap-cell
muraro,segerstolpe,50%,0-100,0.414794803922236,68.8546853779991,scmap-cell
muraro,segerstolpe,50%,0-100,0.25353760260543,60.4345857854233,scmap-cell
muraro,segerstolpe,50%,0-100,0.442996652938665,83.2050701674966,scmap-cell
muraro,segerstolpe,50%,0-100,0.477674174960712,86.2381167949298,scmap-cell
muraro,segerstolpe,50%,0-100,0.627402215690708,90.674513354459,scmap-cell
muraro,segerstolpe,50%,0-100,0.278352353780314,83.9293798098687,scmap-cell
muraro,segerstolpe,50%,0-100,0.442611211643232,82.6165685830693,scmap-cell
muraro,segerstolpe,50%,0-100,0.412847602558214,91.3535536441829,scmap-cell
muraro,segerstolpe,50%,0-100,0.47342799188641,97.3291081937528,scmap-cell
muraro,segerstolpe,50%,0-100,0.558356318103666,63.8297872340426,scmap-cell
muraro,segerstolpe,50%,0-100,0.6527633963241,80.1720235400634,scmap-cell
muraro,segerstolpe,50%,0-100,0.247679531021006,96.831145314622,scmap-cell
muraro,segerstolpe,50%,0-100,0.137542901428202,90.7197827071073,scmap-cell
muraro,segerstolpe,50%,0-100,0.356006720806497,64.1014033499321,scmap-cell
muraro,segerstolpe,50%,0-100,0.404156673310137,68.9904934359439,scmap-cell
muraro,segerstolpe,50%,0-100,0.27559511270276,90.493435943866,scmap-cell
muraro,segerstolpe,50%,0-100,0.14942585934487,64.0108646446356,scmap-cell
muraro,segerstolpe,50%,0-100,0.65657201259275,54.2779538252603,scmap-cell
muraro,segerstolpe,50%,0-100,0.328280813721579,80.9416025350837,scmap-cell
muraro,segerstolpe,50%,0-100,0.155345292493501,43.5038478949751,scmap-cell
muraro,segerstolpe,50%,0-100,0.102820724654786,72.9741964689905,scmap-cell
muraro,segerstolpe,50%,0-100,0.516374462454515,72.7478497057492,scmap-cell
muraro,segerstolpe,50%,0-100,0.426903920126253,38.8863739248529,scmap-cell
muraro,segerstolpe,50%,0-100,0.739915331115815,66.8628338614758,scmap-cell
muraro,segerstolpe,50%,0-100,0.555342049407834,83.4766862833861,scmap-cell
muraro,segerstolpe,50%,0-100,0.408072471507158,59.0312358533273,scmap-cell
muraro,segerstolpe,50%,0-100,0.351506109117303,83.0692621095518,scmap-cell
muraro,segerstolpe,50%,0-100,0.169405636592084,71.9330013580806,scmap-cell
muraro,segerstolpe,50%,0-100,0.402856407617087,78.8139429606157,scmap-cell
muraro,segerstolpe,50%,0-100,0.469866747425803,82.390221819828,scmap-cell
muraro,segerstolpe,50%,0-100,0.194624978043211,88.1394296061566,scmap-cell
muraro,segerstolpe,50%,0-100,0.765966288430365,59.9366229062924,scmap-cell
muraro,segerstolpe,50%,0-100,0.536709430564934,88.7732005432322,scmap-cell
muraro,segerstolpe,50%,0-100,0.40100439653428,45.4051607062019,scmap-cell
muraro,segerstolpe,50%,0-100,0.0795387922610905,71.5708465368945,scmap-cell
muraro,segerstolpe,50%,0-100,0.553545995745163,53.9610683567225,scmap-cell
muraro,segerstolpe,50%,0-100,0.125086185805476,87.1887732005432,scmap-cell
muraro,segerstolpe,50%,0-100,0.0638865317008121,84.1104572204617,scmap-cell
muraro,segerstolpe,50%,ALL,0.89871819764438,32.3675871435038,scmap-cell
muraro,segerstolpe,50%,ALL,0.866186472530512,44.1376188320507,scmap-cell
muraro,segerstolpe,50%,ALL,0.899174921066456,34.5405160706202,scmap-cell
muraro,segerstolpe,50%,ALL,0.859614347273885,33.7709370755998,scmap-cell
muraro,segerstolpe,50%,ALL,0.820767418283751,30.4210049796288,scmap-cell
muraro,segerstolpe,50%,ALL,0.895737866776509,39.3843368039837,scmap-cell
muraro,segerstolpe,50%,ALL,0.863622817071,24.7170665459484,scmap-cell
muraro,segerstolpe,50%,ALL,0.840087335907634,23.4042553191489,scmap-cell
muraro,segerstolpe,50%,ALL,0.864883546583552,28.700769578995,scmap-cell
muraro,segerstolpe,50%,ALL,0.883141104537441,32.6844726120416,scmap-cell
muraro,segerstolpe,50%,ALL,0.889473177998421,27.8406518786781,scmap-cell
muraro,segerstolpe,50%,ALL,0.810963117234064,29.2892711634224,scmap-cell
muraro,segerstolpe,50%,ALL,0.904230484445221,41.6478044363966,scmap-cell
muraro,segerstolpe,50%,ALL,0.831527254813865,30.6926210955183,scmap-cell
muraro,segerstolpe,50%,ALL,0.903813570367281,25.7582616568583,scmap-cell
muraro,segerstolpe,50%,ALL,0.91422636078074,26.8447261204165,scmap-cell
muraro,segerstolpe,50%,ALL,0.871547722855903,28.700769578995,scmap-cell
muraro,segerstolpe,50%,ALL,0.762350331058073,43.4133091896786,scmap-cell
muraro,segerstolpe,50%,ALL,0.896098087892513,31.0547759167044,scmap-cell
muraro,segerstolpe,50%,ALL,0.907461256488486,33.1824354911725,scmap-cell
muraro,segerstolpe,50%,ALL,0.850163462834176,24.0832956088728,scmap-cell
