reference,mapping,threshold,n_features,n_nn,accuracy
goolam,goolam,0.5,5000,5,82.258064516129
goolam,goolam,0.5,5000,5,82.258064516129
goolam,goolam,0.5,5000,5,83.0645161290323
klein,klein,0.5,100,10,50.3864556496136
klein,klein,0.5,100,10,50.4232609495767
klein,klein,0.5,100,10,49.9815973500184
klein,klein,0.5,100,10,51.7482517482517
klein,klein,0.5,100,10,48.8038277511962
klein,klein,0.5,100,10,51.0857563489142
klein,klein,0.5,100,10,50.4968715495031
klein,klein,0.5,100,10,51.3065881486934
klein,klein,0.5,100,10,50.5704821494295
klein,klein,0.5,100,10,50.9385351490615
klein,klein,0.5,100,10,51.6378358483622
klein,klein,0.5,100,10,51.3433934486566
klein,klein,0.5,100,10,52.1531100478469
klein,klein,0.5,100,10,49.907986750092
klein,klein,0.5,100,10,49.9815973500184
klein,klein,0.5,100,10,51.5642252484358
klein,klein,0.5,100,10,50.8649245491351
klein,klein,0.5,100,10,49.8711814501288
klein,klein,0.5,100,10,50.4232609495767
klein,klein,0.5,100,10,51.5642252484358
klein,klein,0.5,100,10,51.3433934486566
klein,klein,0.5,100,10,51.8954729481045
klein,klein,0.5,100,10,50.092013249908
klein,klein,0.5,100,10,52.0058888479941
klein,klein,0.5,100,10,50.6808980493191
klein,klein,0.5,100,10,51.7114464482886
klein,klein,0.5,100,10,50.6440927493559
klein,klein,0.5,100,10,51.0121457489879
klein,klein,0.5,100,10,49.6503496503497
klein,klein,0.5,100,10,50.0184026499816
klein,klein,0.5,100,10,51.4906146485094
klein,klein,0.5,100,10,50.6072874493927
klein,klein,0.5,100,10,52.0426941479573
klein,klein,0.5,100,10,49.2086860507913
klein,klein,0.5,100,10,50.7177033492823
klein,klein,0.5,100,10,51.6378358483622
klein,klein,0.5,100,10,51.4538093485462
klein,klein,0.5,100,10,52.8156054471844
klein,klein,0.5,100,10,50.9385351490615
klein,klein,0.5,100,10,49.8343761501656
klein,klein,0.5,100,10,52.3371365476629
klein,klein,0.5,100,10,50.9017298490983
klein,klein,0.5,100,10,51.7114464482886
klein,klein,0.5,100,10,50.3496503496504
klein,klein,0.5,100,10,51.0121457489879
klein,klein,0.5,100,10,49.1718807508281
klein,klein,0.5,100,10,51.5642252484358
klein,klein,0.5,100,10,49.4663231505337
klein,klein,0.5,100,10,52.0058888479941
klein,klein,0.5,100,10,51.0489510489511
klein,klein,0.5,100,10,51.8586676481413
klein,klein,0.5,100,10,52.3371365476629
klein,klein,0.5,100,10,49.8343761501656
klein,klein,0.5,100,10,49.3559072506441
klein,klein,0.5,100,10,51.6378358483622
klein,klein,0.5,100,10,50.7545086492455
klein,klein,0.5,100,10,50.4968715495031
klein,klein,0.5,100,10,51.9690835480309
klein,klein,0.5,100,10,50.8649245491351
klein,klein,0.5,100,10,50.5704821494295
klein,klein,0.5,100,10,50.0552079499448
klein,klein,0.5,100,10,49.9815973500184
klein,klein,0.5,100,10,50.7913139492087
klein,klein,0.5,100,10,51.3433934486566
klein,klein,0.5,100,10,50.9753404490247
klein,klein,0.5,100,10,51.1961722488038
klein,klein,0.5,100,10,50.5704821494295
klein,klein,0.5,100,10,50.9385351490615
klein,klein,0.5,100,10,51.9690835480309
klein,klein,0.5,100,10,51.0489510489511
klein,klein,0.5,100,10,51.1961722488038
klein,klein,0.5,100,10,50.5336768494663
klein,klein,0.5,100,10,50.6072874493927
klein,klein,0.5,100,10,49.6135443503865
klein,klein,0.5,100,10,51.6378358483622
klein,klein,0.5,100,10,51.5274199484726
klein,klein,0.5,100,10,50.6440927493559
klein,klein,0.5,100,10,51.0857563489142
klein,klein,0.5,100,10,49.6135443503865
klein,klein,0.5,100,10,50.8281192491719
klein,klein,0.5,100,10,52.1163047478837
klein,klein,0.5,100,10,50.4968715495031
klein,klein,0.5,100,10,52.1531100478469
klein,klein,0.5,100,10,51.6746411483254
klein,klein,0.5,100,10,51.3433934486566
klein,klein,0.5,100,10,51.8586676481413
klein,klein,0.5,100,10,51.0121457489879
klein,klein,0.5,100,10,51.8954729481045
klein,klein,0.5,100,10,50.3128450496872
klein,klein,0.5,100,10,51.1225616488774
klein,klein,0.5,100,10,51.3065881486934
klein,klein,0.5,100,10,51.3065881486934
klein,klein,0.5,100,10,50.5336768494663
klein,klein,0.5,100,10,49.9815973500184
klein,klein,0.5,100,10,51.7114464482886
klein,klein,0.5,100,10,50.6808980493191
klein,klein,0.5,100,10,50.2024291497976
klein,klein,0.5,100,10,49.7607655502392
klein,klein,0.5,100,10,50.0184026499816
klein,klein,0.5,100,10,50.0184026499816
klein,klein,0.5,100,5,33.7872653662127
klein,klein,0.5,100,5,32.6463010673537
klein,klein,0.5,100,5,33.8976812661023
klein,klein,0.5,100,5,33.64004416636
klein,klein,0.5,100,5,33.7136547662863
klein,klein,0.5,100,5,33.0143540669856
klein,klein,0.5,100,5,33.9344865660655
klein,klein,0.5,100,5,33.7136547662863
klein,klein,0.5,100,5,33.2351858667648
klein,klein,0.5,100,5,34.1553183658447
klein,klein,0.5,100,5,34.0817077659183
klein,klein,0.5,100,5,33.6032388663968
klein,klein,0.5,100,5,33.4192123665808
klein,klein,0.5,100,5,32.0206109679794
klein,klein,0.5,100,5,32.4990798675009
klein,klein,0.5,100,5,33.4192123665808
klein,klein,0.5,100,5,33.5296282664704
klein,klein,0.5,100,5,33.1615752668384
klein,klein,0.5,100,5,32.0942215679058
klein,klein,0.5,100,5,33.3456017666544
klein,klein,0.5,100,5,33.8608759661391
klein,klein,0.5,100,5,34.0817077659183
klein,klein,0.5,100,5,33.1615752668384
klein,klein,0.5,100,5,33.7872653662127
klein,klein,0.5,100,5,34.5233713654766
klein,klein,0.5,100,5,34.0080971659919
klein,klein,0.5,100,5,32.8303275671697
klein,klein,0.5,100,5,33.456017666544
klein,klein,0.5,100,5,33.7872653662127
klein,klein,0.5,100,5,33.2351858667648
klein,klein,0.5,100,5,33.8240706661759
klein,klein,0.5,100,5,33.64004416636
klein,klein,0.5,100,5,34.9282296650718
klein,klein,0.5,100,5,31.9101950680898
klein,klein,0.5,100,5,34.2657342657343
klein,klein,0.5,100,5,34.965034965035
klein,klein,0.5,100,5,33.271991166728
klein,klein,0.5,100,5,34.1185130658815
klein,klein,0.5,100,5,32.9039381670961
klein,klein,0.5,100,5,32.5726904674273
klein,klein,0.5,100,5,34.3025395656975
klein,klein,0.5,100,5,33.4192123665808
klein,klein,0.5,100,5,34.0449024659551
klein,klein,0.5,100,5,32.6094957673905
klein,klein,0.5,100,5,32.8671328671329
klein,klein,0.5,100,5,33.0511593669488
klein,klein,0.5,100,5,33.3087964666912
klein,klein,0.5,100,5,31.6157526683842
klein,klein,0.5,100,5,34.8178137651822
klein,klein,0.5,100,5,33.0143540669856
klein,klein,0.5,100,5,35.4066985645933
klein,klein,0.5,100,5,34.965034965035
klein,klein,0.5,100,5,32.9407434670593
klein,klein,0.5,100,5,32.4254692675745
klein,klein,0.5,100,5,33.9344865660655
klein,klein,0.5,100,5,32.9407434670593
klein,klein,0.5,100,5,32.2782480677218
klein,klein,0.5,100,5,34.7073978652926
klein,klein,0.5,100,5,32.9039381670961
klein,klein,0.5,100,5,33.456017666544
klein,klein,0.5,100,5,34.5233713654766
klein,klein,0.5,100,5,33.2351858667648
klein,klein,0.5,100,5,34.412955465587
klein,klein,0.5,100,5,33.456017666544
klein,klein,0.5,100,5,33.9344865660655
klein,klein,0.5,100,5,34.2289289657711
klein,klein,0.5,100,5,32.6094957673905
klein,klein,0.5,100,5,34.2657342657343
klein,klein,0.5,100,5,33.456017666544
klein,klein,0.5,100,5,34.6705925653294
klein,klein,0.5,100,5,34.0080971659919
klein,klein,0.5,100,5,33.456017666544
klein,klein,0.5,100,5,32.7935222672065
klein,klein,0.5,100,5,32.6463010673537
klein,klein,0.5,100,5,33.8240706661759
klein,klein,0.5,100,5,34.7073978652926
klein,klein,0.5,100,5,33.5296282664704
klein,klein,0.5,100,5,33.64004416636
klein,klein,0.5,100,5,33.7504600662495
klein,klein,0.5,100,5,32.2782480677218
klein,klein,0.5,100,5,33.8608759661391
klein,klein,0.5,100,5,32.7199116672801
klein,klein,0.5,100,5,34.3025395656975
klein,klein,0.5,100,5,33.3087964666912
klein,klein,0.5,100,5,33.4192123665808
klein,klein,0.5,100,5,35.1122561648877
klein,klein,0.5,100,5,34.2657342657343
klein,klein,0.5,100,5,34.0080971659919
klein,klein,0.5,100,5,33.1247699668752
klein,klein,0.5,100,5,33.6768494663231
klein,klein,0.5,100,5,34.3761501656238
klein,klein,0.5,100,5,33.0511593669488
klein,klein,0.5,100,5,33.2351858667648
klein,klein,0.5,100,5,32.9407434670593
klein,klein,0.5,100,5,33.8240706661759
klein,klein,0.5,100,5,33.5296282664704
klein,klein,0.5,100,5,33.4192123665808
klein,klein,0.5,100,5,34.1553183658447
klein,klein,0.5,100,5,32.8671328671329
klein,klein,0.5,100,5,32.4990798675009
klein,klein,0.5,1000,10,77.1439087228561
klein,klein,0.5,1000,10,72.9112992270887
klein,klein,0.5,1000,10,74.0522635259477
klein,klein,0.5,1000,10,73.7946264262054
klein,klein,0.5,1000,10,80.7876334192124
klein,klein,0.5,1000,10,77.8432094221568
klein,klein,0.5,1000,10,76.186970923813
klein,klein,0.5,1000,10,76.6286345233714
klein,klein,0.5,1000,10,76.7390504232609
klein,klein,0.5,1000,10,74.9355907250644
klein,klein,0.5,1000,10,79.7570850202429
klein,klein,0.5,1000,10,76.4078027235922
klein,klein,0.5,1000,10,75.9661391240339
klein,klein,0.5,1000,10,77.88001472212
klein,klein,0.5,1000,10,74.2730953257269
klein,klein,0.5,1000,10,71.6231137283769
klein,klein,0.5,1000,10,76.1501656238498
klein,klein,0.5,1000,10,73.7578211262422
klein,klein,0.5,1000,10,78.6161207213839
klein,klein,0.5,1000,10,78.6529260213471
klein,klein,0.5,1000,10,76.0397497239602
klein,klein,0.5,1000,10,73.4633787265366
klein,klein,0.5,1000,10,80.1251380198749
klein,klein,0.5,1000,10,74.9355907250644
klein,klein,0.5,1000,10,76.6286345233714
klein,klein,0.5,1000,10,75.8189179241811
klein,klein,0.5,1000,10,77.7327935222672
klein,klein,0.5,1000,10,71.6231137283769
klein,klein,0.5,1000,10,78.9473684210526
klein,klein,0.5,1000,10,77.9904306220096
klein,klein,0.5,1000,10,69.9668752300331
klein,klein,0.5,1000,10,71.1814501288185
klein,klein,0.5,1000,10,76.0029444239971
klein,klein,0.5,1000,10,80.7876334192124
klein,klein,0.5,1000,10,79.8306956201693
klein,klein,0.5,1000,10,80.8612440191388
klein,klein,0.5,1000,10,77.4015458225985
klein,klein,0.5,1000,10,79.020979020979
klein,klein,0.5,1000,10,77.4383511225616
klein,klein,0.5,1000,10,74.5307324254693
klein,klein,0.5,1000,10,77.5855723224144
klein,klein,0.5,1000,10,77.6591829223408
klein,klein,0.5,1000,10,78.5057048214943
klein,klein,0.5,1000,10,78.8737578211262
klein,klein,0.5,1000,10,78.3952889216047
klein,klein,0.5,1000,10,75.8189179241811
klein,klein,0.5,1000,10,76.186970923813
klein,klein,0.5,1000,10,77.1439087228561
klein,klein,0.5,1000,10,79.6834744203165
klein,klein,0.5,1000,10,75.046006624954
klein,klein,0.5,1000,10,75.3404490246595
klein,klein,0.5,1000,10,79.9779168200221
klein,klein,0.5,1000,10,78.4688995215311
klein,klein,0.5,1000,10,76.7390504232609
klein,klein,0.5,1000,10,75.5980861244019
klein,klein,0.5,1000,10,76.370997423629
klein,klein,0.5,1000,10,78.4688995215311
klein,klein,0.5,1000,10,77.9168200220832
klein,klein,0.5,1000,10,76.9230769230769
klein,klein,0.5,1000,10,73.4633787265366
klein,klein,0.5,1000,10,72.3224144276776
klein,klein,0.5,1000,10,69.8196540301803
klein,klein,0.5,1000,10,77.7695988222304
klein,klein,0.5,1000,10,79.2786161207214
klein,klein,0.5,1000,10,76.4446080235554
klein,klein,0.5,1000,10,78.6897313213103
klein,klein,0.5,1000,10,76.2237762237762
klein,klein,0.5,1000,10,76.555023923445
klein,klein,0.5,1000,10,77.2911299227089
klein,klein,0.5,1000,10,76.5182186234818
klein,klein,0.5,1000,10,80.345969819654
klein,klein,0.5,1000,10,80.4195804195804
klein,klein,0.5,1000,10,72.211998527788
klein,klein,0.5,1000,10,75.7453073242547
klein,klein,0.5,1000,10,78.4320942215679
klein,klein,0.5,1000,10,77.7695988222304
klein,klein,0.5,1000,10,74.4571218255429
klein,klein,0.5,1000,10,79.6466691203533
klein,klein,0.5,1000,10,75.4876702245123
klein,klein,0.5,1000,10,79.389032020611
klein,klein,0.5,1000,10,76.2237762237762
klein,klein,0.5,1000,10,76.9966875230033
klein,klein,0.5,1000,10,78.2112624217887
klein,klein,0.5,1000,10,77.2911299227089
klein,klein,0.5,1000,10,79.5730585204269
klein,klein,0.5,1000,10,78.6529260213471
klein,klein,0.5,1000,10,76.4814133235186
klein,klein,0.5,1000,10,76.7022451232978
klein,klein,0.5,1000,10,76.9230769230769
klein,klein,0.5,1000,10,78.064041221936
klein,klein,0.5,1000,10,77.2911299227089
klein,klein,0.5,1000,10,78.4320942215679
klein,klein,0.5,1000,10,79.9411115200589
klein,klein,0.5,1000,10,79.5730585204269
klein,klein,0.5,1000,10,79.020979020979
klein,klein,0.5,1000,10,72.7272727272727
klein,klein,0.5,1000,10,74.3467059256533
klein,klein,0.5,1000,10,79.4626426205374
klein,klein,0.5,1000,10,78.6161207213839
klein,klein,0.5,1000,10,80.8612440191388
klein,klein,0.5,1000,5,58.041958041958
klein,klein,0.5,1000,5,52.9628266470372
klein,klein,0.5,1000,5,57.0114096429886
klein,klein,0.5,1000,5,55.1343393448657
klein,klein,0.5,1000,5,63.4523371365477
klein,klein,0.5,1000,5,58.6308428413692
klein,klein,0.5,1000,5,58.41001104159
klein,klein,0.5,1000,5,58.9988958410011
klein,klein,0.5,1000,5,58.7044534412955
klein,klein,0.5,1000,5,55.4287817445712
klein,klein,0.5,1000,5,64.0044166359956
klein,klein,0.5,1000,5,57.6002944423997
klein,klein,0.5,1000,5,56.716967243283
klein,klein,0.5,1000,5,59.6981965403018
klein,klein,0.5,1000,5,54.9135075450865
klein,klein,0.5,1000,5,54.1037909458962
klein,klein,0.5,1000,5,56.9746043430254
klein,klein,0.5,1000,5,54.5822598454177
klein,klein,0.5,1000,5,60.875966139124
klein,klein,0.5,1000,5,59.6981965403018
klein,klein,0.5,1000,5,56.5329407434671
klein,klein,0.5,1000,5,55.0607287449393
klein,klein,0.5,1000,5,62.3481781376518
klein,klein,0.5,1000,5,56.4961354435039
klein,klein,0.5,1000,5,57.5634891424365
klein,klein,0.5,1000,5,56.2016930437983
klein,klein,0.5,1000,5,59.5141700404858
klein,klein,0.5,1000,5,53.5885167464115
klein,klein,0.5,1000,5,62.0169304379831
klein,klein,0.5,1000,5,59.2197276407803
klein,klein,0.5,1000,5,51.8586676481413
klein,klein,0.5,1000,5,51.4906146485094
klein,klein,0.5,1000,5,57.4162679425837
klein,klein,0.5,1000,5,63.8571954361428
klein,klein,0.5,1000,5,62.3481781376518
klein,klein,0.5,1000,5,64.5196908354803
klein,klein,0.5,1000,5,58.8884799411115
klein,klein,0.5,1000,5,60.1398601398601
klein,klein,0.5,1000,5,60.1030548398969
klein,klein,0.5,1000,5,56.4961354435039
klein,klein,0.5,1000,5,59.550975340449
klein,klein,0.5,1000,5,59.1461170408539
klein,klein,0.5,1000,5,61.9065145380935
klein,klein,0.5,1000,5,61.2072138387928
klein,klein,0.5,1000,5,59.4405594405594
klein,klein,0.5,1000,5,57.0482149429518
klein,klein,0.5,1000,5,58.2627898417372
klein,klein,0.5,1000,5,59.5141700404858
klein,klein,0.5,1000,5,63.4891424365109
klein,klein,0.5,1000,5,56.4225248435775
klein,klein,0.5,1000,5,56.716967243283
klein,klein,0.5,1000,5,62.0905410379095
klein,klein,0.5,1000,5,59.8454177401546
klein,klein,0.5,1000,5,58.9988958410011
klein,klein,0.5,1000,5,57.8579315421421
klein,klein,0.5,1000,5,57.3058520426941
klein,klein,0.5,1000,5,60.9495767390504
klein,klein,0.5,1000,5,60.2134707397865
klein,klein,0.5,1000,5,58.7780640412219
klein,klein,0.5,1000,5,55.4655870445344
klein,klein,0.5,1000,5,54.2878174457122
klein,klein,0.5,1000,5,50.092013249908
klein,klein,0.5,1000,5,58.8148693411851
klein,klein,0.5,1000,5,60.4711078395289
klein,klein,0.5,1000,5,57.1218255428782
klein,klein,0.5,1000,5,59.3669488406331
klein,klein,0.5,1000,5,57.7475156422525
klein,klein,0.5,1000,5,58.5204269414796
klein,klein,0.5,1000,5,58.4836216415164
klein,klein,0.5,1000,5,58.9988958410011
klein,klein,0.5,1000,5,62.4585940375414
klein,klein,0.5,1000,5,63.4155318365845
klein,klein,0.5,1000,5,53.0732425469268
klein,klein,0.5,1000,5,59.1461170408539
klein,klein,0.5,1000,5,61.244019138756
klein,klein,0.5,1000,5,60.9863820390136
klein,klein,0.5,1000,5,55.6864188443136
klein,klein,0.5,1000,5,61.7224880382775
klein,klein,0.5,1000,5,56.4225248435775
klein,klein,0.5,1000,5,62.2377622377622
klein,klein,0.5,1000,5,58.8884799411115
klein,klein,0.5,1000,5,59.0357011409643
klein,klein,0.5,1000,5,61.3912403386088
klein,klein,0.5,1000,5,59.6613912403386
klein,klein,0.5,1000,5,61.6488774383511
klein,klein,0.5,1000,5,61.244019138756
klein,klein,0.5,1000,5,56.5329407434671
klein,klein,0.5,1000,5,57.269046742731
klein,klein,0.5,1000,5,60.0294442399706
klein,klein,0.5,1000,5,60.2502760397497
klein,klein,0.5,1000,5,58.0051527419948
klein,klein,0.5,1000,5,61.5384615384615
klein,klein,0.5,1000,5,61.244019138756
klein,klein,0.5,1000,5,61.0967979389032
klein,klein,0.5,1000,5,60.3974972396025
klein,klein,0.5,1000,5,53.5517114464483
klein,klein,0.5,1000,5,55.4655870445344
klein,klein,0.5,1000,5,61.5752668384247
klein,klein,0.5,1000,5,60.5079131394921
klein,klein,0.5,1000,5,62.8266470371734
klein,klein,0.5,200,10,56.5697460434303
klein,klein,0.5,200,10,57.1586308428414
klein,klein,0.5,200,10,57.7107103422893
klein,klein,0.5,200,10,57.7107103422893
klein,klein,0.5,200,10,56.0176665439823
klein,klein,0.5,200,10,54.8030916451969
klein,klein,0.5,200,10,55.6128082443872
klein,klein,0.5,200,10,57.6370997423629
klein,klein,0.5,200,10,56.5697460434303
klein,klein,0.5,200,10,56.4593301435407
klein,klein,0.5,200,10,58.6308428413692
klein,klein,0.5,200,10,56.7905778432094
klein,klein,0.5,200,10,57.5634891424365
klein,klein,0.5,200,10,57.7843209422157
klein,klein,0.5,200,10,58.6308428413692
klein,klein,0.5,200,10,57.7107103422893
klein,klein,0.5,200,10,56.3857195436143
klein,klein,0.5,200,10,55.5391976444608
klein,klein,0.5,200,10,56.5697460434303
klein,klein,0.5,200,10,56.3489142436511
klein,klein,0.5,200,10,55.576002944424
klein,klein,0.5,200,10,56.5697460434303
klein,klein,0.5,200,10,57.8947368421053
klein,klein,0.5,200,10,57.7107103422893
klein,klein,0.5,200,10,56.3857195436143
klein,klein,0.5,200,10,57.5266838424733
klein,klein,0.5,200,10,56.0544718439455
klein,klein,0.5,200,10,56.9746043430254
klein,klein,0.5,200,10,59.6245859403754
klein,klein,0.5,200,10,58.2627898417372
klein,klein,0.5,200,10,56.5697460434303
klein,klein,0.5,200,10,57.4530732425469
klein,klein,0.5,200,10,56.900993743099
klein,klein,0.5,200,10,55.4655870445344
klein,klein,0.5,200,10,56.4225248435775
klein,klein,0.5,200,10,56.7537725432462
klein,klein,0.5,200,10,56.900993743099
klein,klein,0.5,200,10,56.9377990430622
klein,klein,0.5,200,10,56.0544718439455
klein,klein,0.5,200,10,55.5023923444976
klein,klein,0.5,200,10,53.9933750460066
klein,klein,0.5,200,10,57.6002944423997
klein,klein,0.5,200,10,55.2447552447552
klein,klein,0.5,200,10,56.4593301435407
klein,klein,0.5,200,10,55.0607287449393
klein,klein,0.5,200,10,54.3982333456018
klein,klein,0.5,200,10,57.4530732425469
klein,klein,0.5,200,10,55.3183658446816
klein,klein,0.5,200,10,56.1648877438351
klein,klein,0.5,200,10,58.7780640412219
klein,klein,0.5,200,10,56.8641884431358
klein,klein,0.5,200,10,58.3732057416268
klein,klein,0.5,200,10,56.4961354435039
klein,klein,0.5,200,10,57.2322414427678
klein,klein,0.5,200,10,55.5023923444976
klein,klein,0.5,200,10,55.8704453441296
klein,klein,0.5,200,10,55.9072506440928
klein,klein,0.5,200,10,56.3489142436511
klein,klein,0.5,200,10,56.3857195436143
klein,klein,0.5,200,10,55.9440559440559
klein,klein,0.5,200,10,56.4593301435407
klein,klein,0.5,200,10,56.7537725432462
klein,klein,0.5,200,10,57.1218255428782
klein,klein,0.5,200,10,56.4225248435775
klein,klein,0.5,200,10,55.76002944424
klein,klein,0.5,200,10,56.2753036437247
klein,klein,0.5,200,10,56.0176665439823
klein,klein,0.5,200,10,58.5204269414796
klein,klein,0.5,200,10,57.4898785425101
klein,klein,0.5,200,10,58.5204269414796
klein,klein,0.5,200,10,57.4530732425469
klein,klein,0.5,200,10,55.0607287449393
klein,klein,0.5,200,10,56.900993743099
klein,klein,0.5,200,10,55.8704453441296
klein,klein,0.5,200,10,56.8641884431358
klein,klein,0.5,200,10,55.7968347442032
klein,klein,0.5,200,10,58.41001104159
klein,klein,0.5,200,10,56.4593301435407
klein,klein,0.5,200,10,57.3058520426941
klein,klein,0.5,200,10,56.7537725432462
klein,klein,0.5,200,10,56.0912771439087
klein,klein,0.5,200,10,57.8211262421789
klein,klein,0.5,200,10,57.5266838424733
klein,klein,0.5,200,10,57.085020242915
klein,klein,0.5,200,10,56.2384983437615
klein,klein,0.5,200,10,57.3058520426941
klein,klein,0.5,200,10,55.9808612440191
klein,klein,0.5,200,10,56.6433566433566
klein,klein,0.5,200,10,56.6433566433566
klein,klein,0.5,200,10,57.1586308428414
klein,klein,0.5,200,10,57.8579315421421
klein,klein,0.5,200,10,57.3794626426205
klein,klein,0.5,200,10,54.1774015458226
klein,klein,0.5,200,10,56.2384983437615
klein,klein,0.5,200,10,55.7968347442032
klein,klein,0.5,200,10,56.3489142436511
klein,klein,0.5,200,10,55.9808612440191
klein,klein,0.5,200,10,58.1523739418476
klein,klein,0.5,200,10,57.2322414427678
klein,klein,0.5,200,10,55.5391976444608
klein,klein,0.5,200,5,39.3816709606183
klein,klein,0.5,200,5,38.2039013617961
klein,klein,0.5,200,5,39.0136179609864
klein,klein,0.5,200,5,39.7865292602135
klein,klein,0.5,200,5,38.3511225616489
klein,klein,0.5,200,5,38.4247331615753
klein,klein,0.5,200,5,39.3448656606551
klein,klein,0.5,200,5,39.7129186602871
klein,klein,0.5,200,5,40.4858299595142
klein,klein,0.5,200,5,39.3816709606183
klein,klein,0.5,200,5,40.3754140596246
klein,klein,0.5,200,5,39.2344497607655
klein,klein,0.5,200,5,38.3511225616489
klein,klein,0.5,200,5,39.6761133603239
klein,klein,0.5,200,5,40.5962458594038
klein,klein,0.5,200,5,40.1913875598086
klein,klein,0.5,200,5,37.799043062201
klein,klein,0.5,200,5,38.6087596613912
klein,klein,0.5,200,5,38.4247331615753
klein,klein,0.5,200,5,39.0504232609496
klein,klein,0.5,200,5,39.4552815605447
klein,klein,0.5,200,5,38.9032020610968
klein,klein,0.5,200,5,40.2281928597718
klein,klein,0.5,200,5,39.8601398601399
klein,klein,0.5,200,5,38.7927861612072
klein,klein,0.5,200,5,38.94000736106
klein,klein,0.5,200,5,38.3879278616121
klein,klein,0.5,200,5,39.4552815605447
klein,klein,0.5,200,5,40.5226352594774
klein,klein,0.5,200,5,40.7066617592933
klein,klein,0.5,200,5,39.3448656606551
klein,klein,0.5,200,5,39.8601398601399
klein,klein,0.5,200,5,38.6087596613912
klein,klein,0.5,200,5,38.4615384615385
klein,klein,0.5,200,5,39.0136179609864
klein,klein,0.5,200,5,38.4247331615753
klein,klein,0.5,200,5,39.0504232609496
klein,klein,0.5,200,5,37.799043062201
klein,klein,0.5,200,5,38.4983437615017
klein,klein,0.5,200,5,36.5476628634523
klein,klein,0.5,200,5,37.5414059624586
klein,klein,0.5,200,5,38.8663967611336
klein,klein,0.5,200,5,38.2775119617225
klein,klein,0.5,200,5,39.2712550607287
klein,klein,0.5,200,5,37.430990062569
klein,klein,0.5,200,5,36.9525211630475
klein,klein,0.5,200,5,39.4920868605079
klein,klein,0.5,200,5,39.0872285609128
klein,klein,0.5,200,5,38.7191755612808
klein,klein,0.5,200,5,39.7497239602503
klein,klein,0.5,200,5,39.5288921604711
klein,klein,0.5,200,5,40.7802723592197
klein,klein,0.5,200,5,38.4983437615017
klein,klein,0.5,200,5,38.4247331615753
klein,klein,0.5,200,5,38.4615384615385
klein,klein,0.5,200,5,38.3879278616121
klein,klein,0.5,200,5,37.6886271623114
klein,klein,0.5,200,5,39.2344497607655
klein,klein,0.5,200,5,37.8358483621642
klein,klein,0.5,200,5,38.755980861244
klein,klein,0.5,200,5,37.7622377622378
klein,klein,0.5,200,5,39.1976444608024
klein,klein,0.5,200,5,39.4920868605079
klein,klein,0.5,200,5,38.0566801619433
klein,klein,0.5,200,5,38.3143172616857
klein,klein,0.5,200,5,39.1608391608392
klein,klein,0.5,200,5,38.4615384615385
klein,klein,0.5,200,5,39.9705557600294
klein,klein,0.5,200,5,39.6393080603607
klein,klein,0.5,200,5,40.1177769598822
klein,klein,0.5,200,5,39.6025027603975
klein,klein,0.5,200,5,37.5414059624586
klein,klein,0.5,200,5,38.3143172616857
klein,klein,0.5,200,5,37.7622377622378
klein,klein,0.5,200,5,39.3080603606919
klein,klein,0.5,200,5,38.8663967611336
klein,klein,0.5,200,5,40.8538829591461
klein,klein,0.5,200,5,38.1302907618697
klein,klein,0.5,200,5,39.0872285609128
klein,klein,0.5,200,5,39.8233345601767
klein,klein,0.5,200,5,38.4247331615753
klein,klein,0.5,200,5,39.4184762605815
klein,klein,0.5,200,5,39.124033860876
klein,klein,0.5,200,5,40.0073610599926
klein,klein,0.5,200,5,39.7497239602503
klein,klein,0.5,200,5,39.5656974604343
klein,klein,0.5,200,5,38.7191755612808
klein,klein,0.5,200,5,38.4983437615017
klein,klein,0.5,200,5,38.5351490614648
klein,klein,0.5,200,5,39.0872285609128
klein,klein,0.5,200,5,40.7434670592565
klein,klein,0.5,200,5,40.1177769598822
klein,klein,0.5,200,5,37.1365476628634
klein,klein,0.5,200,5,38.0934854619065
klein,klein,0.5,200,5,39.4184762605815
klein,klein,0.5,200,5,39.7497239602503
klein,klein,0.5,200,5,38.6823702613176
klein,klein,0.5,200,5,40.9274935590725
klein,klein,0.5,200,5,38.755980861244
klein,klein,0.5,200,5,38.1670960618329
klein,klein,0.5,2000,10,57.1954361428046
klein,klein,0.5,2000,10,62.8266470371734
klein,klein,0.5,2000,10,59.735001840265
klein,klein,0.5,2000,10,56.7537725432462
klein,klein,0.5,2000,10,58.1891792418108
klein,klein,0.5,2000,10,66.35995583364
klein,klein,0.5,2000,10,58.0787633419212
klein,klein,0.5,2000,10,56.2384983437615
klein,klein,0.5,2000,10,57.1218255428782
klein,klein,0.5,2000,10,60.7655502392344
klein,klein,0.5,2000,10,60.9863820390136
klein,klein,0.5,2000,10,59.0357011409643
klein,klein,0.5,2000,10,56.6065513433934
klein,klein,0.5,2000,10,59.8454177401546
klein,klein,0.5,2000,10,60.9495767390504
klein,klein,0.5,2000,10,57.7475156422525
klein,klein,0.5,2000,10,61.0967979389032
klein,klein,0.5,2000,10,61.05999263894
klein,klein,0.5,2000,10,56.6801619433198
klein,klein,0.5,2000,10,58.3732057416268
klein,klein,0.5,2000,10,60.4343025395657
klein,klein,0.5,2000,10,61.5752668384247
klein,klein,0.5,2000,10,58.1155686418844
klein,klein,0.5,2000,10,57.4898785425101
