reference,mapping,threshold,n_features,n_nn,accuracy
tasic-rpkms,tasic-rpkms,0.5,200,10,87.552114353782
tasic-rpkms,tasic-rpkms,0.5,200,10,86.3013698630137
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,85.646217986897
tasic-rpkms,tasic-rpkms,0.5,200,10,86.8374032162001
tasic-rpkms,tasic-rpkms,0.5,200,10,85.7057772483621
tasic-rpkms,tasic-rpkms,0.5,200,10,86.6587254318047
tasic-rpkms,tasic-rpkms,0.5,200,10,85.1101846337105
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5396069088743
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0160810005956
tasic-rpkms,tasic-rpkms,0.5,200,10,85.2293031566409
tasic-rpkms,tasic-rpkms,0.5,200,10,85.5866587254318
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0756402620607
tasic-rpkms,tasic-rpkms,0.5,200,10,87.6116736152472
tasic-rpkms,tasic-rpkms,0.5,200,10,86.3013698630137
tasic-rpkms,tasic-rpkms,0.5,200,10,86.7182846932698
tasic-rpkms,tasic-rpkms,0.5,200,10,86.9565217391304
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0160810005956
tasic-rpkms,tasic-rpkms,0.5,200,10,87.4925550923169
tasic-rpkms,tasic-rpkms,0.5,200,10,86.3609291244789
tasic-rpkms,tasic-rpkms,0.5,200,10,86.6587254318047
tasic-rpkms,tasic-rpkms,0.5,200,10,86.0035735556879
tasic-rpkms,tasic-rpkms,0.5,200,10,86.420488385944
tasic-rpkms,tasic-rpkms,0.5,200,10,87.7903513996426
tasic-rpkms,tasic-rpkms,0.5,200,10,87.1351995235259
tasic-rpkms,tasic-rpkms,0.5,200,10,86.9565217391304
tasic-rpkms,tasic-rpkms,0.5,200,10,86.420488385944
tasic-rpkms,tasic-rpkms,0.5,200,10,86.8374032162001
tasic-rpkms,tasic-rpkms,0.5,200,10,85.9440142942228
tasic-rpkms,tasic-rpkms,0.5,200,10,86.2418106015485
tasic-rpkms,tasic-rpkms,0.5,200,10,87.3734365693865
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0160810005956
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5396069088743
tasic-rpkms,tasic-rpkms,0.5,200,10,86.4800476474092
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,85.4079809410363
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5396069088743
tasic-rpkms,tasic-rpkms,0.5,200,10,86.0631328171531
tasic-rpkms,tasic-rpkms,0.5,200,10,87.1351995235259
tasic-rpkms,tasic-rpkms,0.5,200,10,85.5866587254318
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5396069088743
tasic-rpkms,tasic-rpkms,0.5,200,10,86.0631328171531
tasic-rpkms,tasic-rpkms,0.5,200,10,86.7182846932698
tasic-rpkms,tasic-rpkms,0.5,200,10,86.8969624776653
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0756402620607
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0756402620607
tasic-rpkms,tasic-rpkms,0.5,200,10,86.777843954735
tasic-rpkms,tasic-rpkms,0.5,200,10,85.3484216795712
tasic-rpkms,tasic-rpkms,0.5,200,10,86.8374032162001
tasic-rpkms,tasic-rpkms,0.5,200,10,86.1226920786182
tasic-rpkms,tasic-rpkms,0.5,200,10,86.8969624776653
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,86.5991661703395
tasic-rpkms,tasic-rpkms,0.5,200,10,86.2418106015485
tasic-rpkms,tasic-rpkms,0.5,200,10,85.9440142942228
tasic-rpkms,tasic-rpkms,0.5,200,10,87.0160810005956
tasic-rpkms,tasic-rpkms,0.5,200,5,70.2203692674211
tasic-rpkms,tasic-rpkms,0.5,200,5,71.6497915425849
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3394877903514
tasic-rpkms,tasic-rpkms,0.5,200,5,72.3645026801668
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3990470518166
tasic-rpkms,tasic-rpkms,0.5,200,5,71.6497915425849
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,72.1858248957713
tasic-rpkms,tasic-rpkms,0.5,200,5,71.1733174508636
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,70.9946396664681
tasic-rpkms,tasic-rpkms,0.5,200,5,69.3865396069089
tasic-rpkms,tasic-rpkms,0.5,200,5,71.2924359737939
tasic-rpkms,tasic-rpkms,0.5,200,5,69.9225729600953
tasic-rpkms,tasic-rpkms,0.5,200,5,72.1262656343061
tasic-rpkms,tasic-rpkms,0.5,200,5,71.8880285884455
tasic-rpkms,tasic-rpkms,0.5,200,5,72.1262656343061
tasic-rpkms,tasic-rpkms,0.5,200,5,69.6247766527695
tasic-rpkms,tasic-rpkms,0.5,200,5,71.70935080405
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3990470518166
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3990470518166
tasic-rpkms,tasic-rpkms,0.5,200,5,69.0291840381179
tasic-rpkms,tasic-rpkms,0.5,200,5,70.8159618820727
tasic-rpkms,tasic-rpkms,0.5,200,5,69.446098868374
tasic-rpkms,tasic-rpkms,0.5,200,5,71.4115544967242
tasic-rpkms,tasic-rpkms,0.5,200,5,71.5902322811197
tasic-rpkms,tasic-rpkms,0.5,200,5,70.0416914830256
tasic-rpkms,tasic-rpkms,0.5,200,5,71.8880285884455
tasic-rpkms,tasic-rpkms,0.5,200,5,71.2924359737939
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,69.446098868374
tasic-rpkms,tasic-rpkms,0.5,200,5,70.1012507444908
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3990470518166
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,70.7564026206075
tasic-rpkms,tasic-rpkms,0.5,200,5,69.803454437165
tasic-rpkms,tasic-rpkms,0.5,200,5,72.1262656343061
tasic-rpkms,tasic-rpkms,0.5,200,5,70.6968433591423
tasic-rpkms,tasic-rpkms,0.5,200,5,69.9225729600953
tasic-rpkms,tasic-rpkms,0.5,200,5,70.9946396664681
tasic-rpkms,tasic-rpkms,0.5,200,5,71.70935080405
tasic-rpkms,tasic-rpkms,0.5,200,5,71.1137581893985
tasic-rpkms,tasic-rpkms,0.5,200,5,71.1733174508636
tasic-rpkms,tasic-rpkms,0.5,200,5,70.9946396664681
tasic-rpkms,tasic-rpkms,0.5,200,5,69.446098868374
tasic-rpkms,tasic-rpkms,0.5,200,5,70.6968433591423
tasic-rpkms,tasic-rpkms,0.5,200,5,70.7564026206075
tasic-rpkms,tasic-rpkms,0.5,200,5,68.9100655151876
tasic-rpkms,tasic-rpkms,0.5,200,5,70.577724836212
tasic-rpkms,tasic-rpkms,0.5,200,5,70.4586063132817
tasic-rpkms,tasic-rpkms,0.5,200,5,70.8755211435378
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,71.5902322811197
tasic-rpkms,tasic-rpkms,0.5,200,5,70.5181655747469
tasic-rpkms,tasic-rpkms,0.5,200,5,71.2328767123288
tasic-rpkms,tasic-rpkms,0.5,200,5,72.6027397260274
tasic-rpkms,tasic-rpkms,0.5,200,5,71.6497915425849
tasic-rpkms,tasic-rpkms,0.5,200,5,72.066706372841
tasic-rpkms,tasic-rpkms,0.5,200,5,72.066706372841
tasic-rpkms,tasic-rpkms,0.5,200,5,69.8630136986301
tasic-rpkms,tasic-rpkms,0.5,200,5,70.2799285288862
tasic-rpkms,tasic-rpkms,0.5,200,5,69.5056581298392
tasic-rpkms,tasic-rpkms,0.5,200,5,71.1137581893985
tasic-rpkms,tasic-rpkms,0.5,200,5,71.3519952352591
tasic-rpkms,tasic-rpkms,0.5,200,5,70.8755211435378
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,70.577724836212
tasic-rpkms,tasic-rpkms,0.5,200,5,69.6843359142347
tasic-rpkms,tasic-rpkms,0.5,200,5,70.8159618820727
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,71.7689100655152
tasic-rpkms,tasic-rpkms,0.5,200,5,70.577724836212
tasic-rpkms,tasic-rpkms,0.5,200,5,71.5306730196546
tasic-rpkms,tasic-rpkms,0.5,200,5,70.6372840976772
tasic-rpkms,tasic-rpkms,0.5,200,5,70.0416914830256
tasic-rpkms,tasic-rpkms,0.5,200,5,71.0541989279333
tasic-rpkms,tasic-rpkms,0.5,200,5,72.066706372841
tasic-rpkms,tasic-rpkms,0.5,200,5,70.6372840976772
tasic-rpkms,tasic-rpkms,0.5,200,5,69.9225729600953
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,70.8159618820727
tasic-rpkms,tasic-rpkms,0.5,200,5,69.3865396069089
tasic-rpkms,tasic-rpkms,0.5,200,5,69.6247766527695
tasic-rpkms,tasic-rpkms,0.5,200,5,71.2328767123288
tasic-rpkms,tasic-rpkms,0.5,200,5,71.4711137581894
tasic-rpkms,tasic-rpkms,0.5,200,5,69.7438951756998
tasic-rpkms,tasic-rpkms,0.5,200,5,70.6372840976772
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,71.5306730196546
tasic-rpkms,tasic-rpkms,0.5,200,5,68.1953543776057
tasic-rpkms,tasic-rpkms,0.5,200,5,71.5306730196546
tasic-rpkms,tasic-rpkms,0.5,200,5,71.2924359737939
tasic-rpkms,tasic-rpkms,0.5,200,5,70.9946396664681
tasic-rpkms,tasic-rpkms,0.5,200,5,70.935080405003
tasic-rpkms,tasic-rpkms,0.5,200,5,71.7689100655152
tasic-rpkms,tasic-rpkms,0.5,200,5,70.4586063132817
tasic-rpkms,tasic-rpkms,0.5,200,5,69.8630136986301
tasic-rpkms,tasic-rpkms,0.5,200,5,70.3990470518166
tasic-rpkms,tasic-rpkms,0.5,2000,10,40.738534842168
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.3275759380584
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.945205479452
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0643240023824
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.170935080405
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.1113758189398
tasic-rpkms,tasic-rpkms,0.5,2000,10,52.1739130434783
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.1584276354973
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.6253722453842
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.9326980345444
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.7665276950566
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.0268016676593
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.302561048243
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.7665276950566
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.8135795116141
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.4812388326385
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.7665276950566
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.8981536628946
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.8260869565217
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.2304943418702
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.2900536033353
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.8636092912448
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.0172721858249
tasic-rpkms,tasic-rpkms,0.5,2000,10,43.1804645622394
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.9106611078023
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.8040500297796
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.2775461584276
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0643240023824
tasic-rpkms,tasic-rpkms,0.5,2000,10,51.1614055985706
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.0518165574747
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.2680166765932
tasic-rpkms,tasic-rpkms,0.5,2000,10,51.8165574746873
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.7665276950566
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0643240023824
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.5032757593806
tasic-rpkms,tasic-rpkms,0.5,2000,10,43.1209053007743
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.3245979749851
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.3496128648005
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.5157832042883
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.5407980941036
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.2179868969625
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.5407980941036
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.8260869565217
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.5157832042883
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.7290053603335
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.4937462775462
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.9326980345444
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.1488981536629
tasic-rpkms,tasic-rpkms,0.5,2000,10,51.3996426444312
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.8385944014294
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.3621203097082
tasic-rpkms,tasic-rpkms,0.5,2000,10,43.8356164383562
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.565812983919
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.0297796307326
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.2900536033353
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.6128648004765
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.5407980941036
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0047647409172
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.2430017867778
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.2680166765932
tasic-rpkms,tasic-rpkms,0.5,2000,10,51.4592019058964
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.6944609886837
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.2304943418702
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.7540202501489
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.659916617034
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.7885646217987
tasic-rpkms,tasic-rpkms,0.5,2000,10,43.7164979154258
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0643240023824
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.8606313281715
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.0643240023824
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.6128648004765
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.6819535437761
tasic-rpkms,tasic-rpkms,0.5,2000,10,42.9422275163788
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.8856462179869
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.3621203097082
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.1363907087552
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.8260869565217
tasic-rpkms,tasic-rpkms,0.5,2000,10,50.1488981536629
tasic-rpkms,tasic-rpkms,0.5,2000,10,45.6223942823109
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.7540202501489
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.434187016081
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.1238832638475
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.6694460988684
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.6694460988684
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.9672424061942
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.9326980345444
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.0142942227516
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.5282906491959
tasic-rpkms,tasic-rpkms,0.5,2000,10,46.7540202501489
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.1929720071471
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.7194758784991
tasic-rpkms,tasic-rpkms,0.5,2000,10,51.1018463371054
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.6098868374032
tasic-rpkms,tasic-rpkms,0.5,2000,10,47.5282906491959
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.2555092316855
tasic-rpkms,tasic-rpkms,0.5,2000,10,42.4657534246575
tasic-rpkms,tasic-rpkms,0.5,2000,10,44.4312090530077
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.1959499702204
tasic-rpkms,tasic-rpkms,0.5,2000,10,48.2430017867778
tasic-rpkms,tasic-rpkms,0.5,2000,10,49.7319833234068
tasic-rpkms,tasic-rpkms,0.5,2000,5,27.2185824895771
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.5443716497915
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.817153067302
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.7575938058368
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.1149493746278
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.9833234067898
tasic-rpkms,tasic-rpkms,0.5,2000,5,37.1649791542585
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.0428826682549
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.080405002978
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.3877307921382
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.2936271590232
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9708159618821
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.1745086360929
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.8046456223943
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.0428826682549
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.7105419892793
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.0553901131626
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.591423466349
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.3061346039309
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.6384752829065
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.6384752829065
tasic-rpkms,tasic-rpkms,0.5,2000,5,37.7010125074449
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.7701012507445
tasic-rpkms,tasic-rpkms,0.5,2000,5,28.7671232876712
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.723049434187
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.6039309112567
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.3406789755807
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.8642048838594
tasic-rpkms,tasic-rpkms,0.5,2000,5,37.8201310303752
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.5193567599762
tasic-rpkms,tasic-rpkms,0.5,2000,5,36.4502680166766
tasic-rpkms,tasic-rpkms,0.5,2000,5,37.2245384157236
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.1870160810006
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.6384752829065
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.422275163788
tasic-rpkms,tasic-rpkms,0.5,2000,5,28.4693269803454
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9708159618821
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9112567004169
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.9362715902323
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.459797498511
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.8642048838594
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.854675402025
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.9833234067898
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.5193567599762
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.5413936867183
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.1995235259083
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.3406789755807
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.1995235259083
tasic-rpkms,tasic-rpkms,0.5,2000,5,36.3907087552114
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.8892197736748
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.8421679571173
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.7200714711138
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.7826086956522
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.4252531268612
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.9362715902323
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.1745086360929
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.5318642048839
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.8296605122096
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.591423466349
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.7826086956522
tasic-rpkms,tasic-rpkms,0.5,2000,5,36.7480643240024
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.5664085765337
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.8767123287671
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.459797498511
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.3061346039309
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.6259678379988
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.3031566408577
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.0553901131626
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.3752233472305
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.8296605122096
tasic-rpkms,tasic-rpkms,0.5,2000,5,36.1524717093508
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9708159618821
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.422275163788
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.1274568195354
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.3061346039309
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.1399642644431
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.817153067302
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.6509827278142
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.4002382370459
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.2215604526504
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.4252531268612
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.817153067302
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.3877307921382
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.196545562835
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.0303752233472
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.2811197141155
tasic-rpkms,tasic-rpkms,0.5,2000,5,32.1024419297201
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.591423466349
tasic-rpkms,tasic-rpkms,0.5,2000,5,31.7450863609291
tasic-rpkms,tasic-rpkms,0.5,2000,5,28.5884455032758
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.3656938653961
tasic-rpkms,tasic-rpkms,0.5,2000,5,36.8076235854675
tasic-rpkms,tasic-rpkms,0.5,2000,5,29.5413936867183
tasic-rpkms,tasic-rpkms,0.5,2000,5,33.2936271590232
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.9017272185825
tasic-rpkms,tasic-rpkms,0.5,2000,5,28.5288862418106
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9708159618821
tasic-rpkms,tasic-rpkms,0.5,2000,5,35.4377605717689
tasic-rpkms,tasic-rpkms,0.5,2000,5,30.9708159618821
tasic-rpkms,tasic-rpkms,0.5,2000,5,34.723049434187
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,89.6962477665277
tasic-rpkms,tasic-rpkms,0.5,500,10,90.3513996426444
tasic-rpkms,tasic-rpkms,0.5,500,10,90.3513996426444
tasic-rpkms,tasic-rpkms,0.5,500,10,90.5896366885051
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,89.5771292435974
tasic-rpkms,tasic-rpkms,0.5,500,10,90.7683144729005
tasic-rpkms,tasic-rpkms,0.5,500,10,89.2197736748064
tasic-rpkms,tasic-rpkms,0.5,500,10,90.2918403811793
tasic-rpkms,tasic-rpkms,0.5,500,10,90.4109589041096
tasic-rpkms,tasic-rpkms,0.5,500,10,90.3513996426444
tasic-rpkms,tasic-rpkms,0.5,500,10,90.2322811197141
tasic-rpkms,tasic-rpkms,0.5,500,10,88.9815366289458
tasic-rpkms,tasic-rpkms,0.5,500,10,89.4580107206671
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,89.9344848123883
tasic-rpkms,tasic-rpkms,0.5,500,10,89.6366885050625
tasic-rpkms,tasic-rpkms,0.5,500,10,90.2322811197141
tasic-rpkms,tasic-rpkms,0.5,500,10,90.7683144729005
tasic-rpkms,tasic-rpkms,0.5,500,10,91.0661107802263
tasic-rpkms,tasic-rpkms,0.5,500,10,90.4109589041096
tasic-rpkms,tasic-rpkms,0.5,500,10,90.0536033353186
tasic-rpkms,tasic-rpkms,0.5,500,10,90.2918403811793
tasic-rpkms,tasic-rpkms,0.5,500,10,90.6491959499702
tasic-rpkms,tasic-rpkms,0.5,500,10,89.1602144133413
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,90.6491959499702
tasic-rpkms,tasic-rpkms,0.5,500,10,89.5771292435974
tasic-rpkms,tasic-rpkms,0.5,500,10,90.6491959499702
tasic-rpkms,tasic-rpkms,0.5,500,10,91.0065515187612
tasic-rpkms,tasic-rpkms,0.5,500,10,89.9940440738535
tasic-rpkms,tasic-rpkms,0.5,500,10,89.3984514592019
tasic-rpkms,tasic-rpkms,0.5,500,10,90.5896366885051
tasic-rpkms,tasic-rpkms,0.5,500,10,91.1852293031566
tasic-rpkms,tasic-rpkms,0.5,500,10,90.6491959499702
tasic-rpkms,tasic-rpkms,0.5,500,10,89.9344848123883
tasic-rpkms,tasic-rpkms,0.5,500,10,91.0661107802263
tasic-rpkms,tasic-rpkms,0.5,500,10,90.8874329958308
tasic-rpkms,tasic-rpkms,0.5,500,10,90.1131625967838
tasic-rpkms,tasic-rpkms,0.5,500,10,90.0536033353186
tasic-rpkms,tasic-rpkms,0.5,500,10,90.3513996426444
tasic-rpkms,tasic-rpkms,0.5,500,10,89.041095890411
tasic-rpkms,tasic-rpkms,0.5,500,10,90.4705181655747
tasic-rpkms,tasic-rpkms,0.5,500,10,90.4109589041096
tasic-rpkms,tasic-rpkms,0.5,500,10,89.9344848123883
tasic-rpkms,tasic-rpkms,0.5,500,10,89.3388921977368
