reference,mapping,threshold,n_features,kappa,uns_rate,Method
xin,baron-human,0.9,0-100,0,100,scmap
baron-human,xin,0.5,ALL,0.916767189384801,95.3753351206434,scmap
baron-human,xin,0.5,100-200,0.986367250792679,0.134048257372654,scmap
baron-human,xin,0.5,1000-2000,0.985685966537345,2.54691689008043,scmap
baron-human,xin,0.5,200-500,0.992568131690114,0.0670241286863271,scmap
baron-human,xin,0.5,2000-5000,0,100,scmap
baron-human,xin,0.5,0-100,0.910681792135559,0.536193029490617,scmap
baron-human,xin,0.5,500-1000,0.993781660701683,0.201072386058981,scmap
baron-human,xin,0.6,ALL,0,100,scmap
baron-human,xin,0.6,100-200,0.987588946577458,0.201072386058981,scmap
baron-human,xin,0.6,1000-2000,1,99.4638069705094,scmap
baron-human,xin,0.6,200-500,0.995019693478377,0.335120643431635,scmap
baron-human,xin,0.6,2000-5000,0,100,scmap
baron-human,xin,0.6,0-100,0.910204621384319,0.871313672922252,scmap
baron-human,xin,0.6,500-1000,0.994578851202674,5.09383378016086,scmap
baron-human,xin,0.7,ALL,0,100,scmap
baron-human,xin,0.7,100-200,0.989774951076321,1.94369973190349,scmap
baron-human,xin,0.7,1000-2000,0,100,scmap
baron-human,xin,0.7,200-500,0.993583063675753,13.7399463806971,scmap
baron-human,xin,0.7,2000-5000,0,100,scmap
baron-human,xin,0.7,0-100,0.909678527270229,2.07774798927614,scmap
baron-human,xin,0.7,500-1000,1,99.597855227882,scmap
baron-human,xin,0.8,ALL,0,100,scmap
baron-human,xin,0.8,100-200,1,45.2412868632708,scmap
baron-human,xin,0.8,1000-2000,0,100,scmap
baron-human,xin,0.8,200-500,0,100,scmap
baron-human,xin,0.8,2000-5000,0,100,scmap
baron-human,xin,0.8,0-100,0.95393761093146,15.3485254691689,scmap
baron-human,xin,0.8,500-1000,0,100,scmap
baron-human,xin,0.9,ALL,0,100,scmap
baron-human,xin,0.9,100-200,0,100,scmap
baron-human,xin,0.9,1000-2000,0,100,scmap
baron-human,xin,0.9,200-500,0,100,scmap
baron-human,xin,0.9,2000-5000,0,100,scmap
baron-human,xin,0.9,0-100,1,95.8445040214477,scmap
baron-human,xin,0.9,500-1000,0,100,scmap
shekhar,macosko,0.5,0-100,0.780923567033866,9.61881806820211,scmap
shekhar,macosko,0.5,1000-2000,0.793352875173173,46.1658632387074,scmap
shekhar,macosko,0.5,100-200,0.864696371976509,20.9292983395822,scmap
shekhar,macosko,0.5,2000-5000,0.671543715316632,83.3221746116765,scmap
shekhar,macosko,0.5,200-500,0.855456134660821,16.5327620067845,scmap
shekhar,macosko,0.5,500-1000,0.838116063539536,27.7495090162471,scmap
shekhar,macosko,0.6,0-100,0.836253048277293,24.2970005356186,scmap
shekhar,macosko,0.6,1000-2000,0.612749969369131,86.321638993037,scmap
shekhar,macosko,0.6,100-200,0.920191722164834,52.5419567934297,scmap
shekhar,macosko,0.6,2000-5000,0.134023469547663,98.6297089805392,scmap
shekhar,macosko,0.6,200-500,0.86888440532485,40.6378325299054,scmap
shekhar,macosko,0.6,500-1000,0.784845250973662,64.3300303517229,scmap
shekhar,macosko,0.7,0-100,0.893063160680032,52.1625602570969,scmap
shekhar,macosko,0.7,1000-2000,0.104140801869569,99.0559721478307,scmap
shekhar,macosko,0.7,100-200,0.935327326908355,82.5031244420639,scmap
shekhar,macosko,0.7,2000-5000,0,99.9620603463667,scmap
shekhar,macosko,0.7,200-500,0.823809754964793,81.3069094804499,scmap
shekhar,macosko,0.7,500-1000,0.652423452276125,95.7217461167649,scmap
shekhar,macosko,0.8,0-100,0.927392940876928,83.6480092840564,scmap
shekhar,macosko,0.8,1000-2000,0,99.9955365113373,scmap
shekhar,macosko,0.8,100-200,0.90636092817276,97.3843956436351,scmap
shekhar,macosko,0.8,2000-5000,0,100,scmap
shekhar,macosko,0.8,500-1000,0,99.9509016247099,scmap
shekhar,macosko,0.9,0-100,0.990565640399276,99.0001785395465,scmap
shekhar,macosko,0.9,1000-2000,0,100,scmap
shekhar,macosko,0.9,2000-5000,0,100,scmap
macosko,shekhar,0.5,100-200,0.789146183008888,0.0836394050692753,scmap
macosko,shekhar,0.5,200-500,0.766957077271331,0.112731372049893,scmap
macosko,shekhar,0.5,200-500,0.76706162128518,0.112731372049893,scmap
macosko,shekhar,0.5,200-500,0.767212111763245,0.105458380304738,scmap
macosko,shekhar,0.5,200-500,0.767656366762425,0.105458380304738,scmap
macosko,shekhar,0.5,0-100,0.719622528979631,0.472744463435034,scmap
macosko,shekhar,0.6,100-200,0.792689826691044,0.512745918033383,scmap
macosko,shekhar,0.6,200-500,0.772735884128494,0.858213025928215,scmap
macosko,shekhar,0.6,200-500,0.772629653423757,0.858213025928215,scmap
macosko,shekhar,0.6,200-500,0.772886274503183,0.854576530055638,scmap
macosko,shekhar,0.6,200-500,0.773439253953437,0.869122513545947,scmap
macosko,shekhar,0.6,0-100,0.722281328880726,0.738208662133168,scmap
macosko,shekhar,0.7,100-200,0.829822430485406,6.46568966144223,scmap
macosko,shekhar,0.7,200-500,0.825360881090097,8.76759154878359,scmap
macosko,shekhar,0.7,200-500,0.825475412424074,8.79304701989163,scmap
macosko,shekhar,0.7,200-500,0.826090722302266,8.83668497036256,scmap
macosko,shekhar,0.7,200-500,0.827031959658321,9.13851412778646,scmap
macosko,shekhar,0.7,0-100,0.749360733064446,4.16378777410088,scmap
macosko,shekhar,0.8,100-200,0.953717588081832,37.292265173279,scmap
macosko,shekhar,0.8,200-500,0.963137541418144,41.4996908978508,scmap
macosko,shekhar,0.8,200-500,0.963475331198608,41.5833303029201,scmap
macosko,shekhar,0.8,200-500,0.964299760782597,41.9506163860504,scmap
macosko,shekhar,0.8,200-500,0.964881243582396,42.4597258082112,scmap
macosko,shekhar,0.8,0-100,0.883865774793797,27.5319102512819,scmap
macosko,shekhar,0.9,100-200,0.954922242372691,94.1634241245136,scmap
macosko,shekhar,0.9,200-500,0.960327821293879,96.0216735154006,scmap
macosko,shekhar,0.9,200-500,0.957302280446385,96.1598603585585,scmap
macosko,shekhar,0.9,200-500,0.962843115376032,96.3671406232954,scmap
macosko,shekhar,0.9,0-100,0.973653865662264,87.9886541328776,scmap
muraro,segerstolpe,0.5,0-100,0.904293684704579,2.89723856948846,SVM
muraro,segerstolpe,0.5,ALL,0.901645633087123,2.98777727478497,SVM
muraro,segerstolpe,0.5,1000-2000,0.902010573019302,0.679040289723857,SVM
muraro,segerstolpe,0.5,100-200,0.909153936001012,2.26346763241286,SVM
muraro,segerstolpe,0.5,2000-5000,0.905363893944236,1.13173381620643,SVM
muraro,segerstolpe,0.5,200-500,0.896860235231043,1.40334993209597,SVM
muraro,segerstolpe,0.5,500-1000,0.909030566616825,0.814848347668628,SVM
muraro,segerstolpe,0.6,0-100,0.915370233317894,4.48166591217746,SVM
muraro,segerstolpe,0.6,ALL,0.915004357392883,2.26346763241286,SVM
muraro,segerstolpe,0.6,1000-2000,0.91163297913657,1.584427342689,SVM
muraro,segerstolpe,0.6,100-200,0.912186463501494,3.34993209597103,SVM
muraro,segerstolpe,0.6,2000-5000,0.909114600942142,1.99185151652331,SVM
muraro,segerstolpe,0.6,200-500,0.907103463002643,2.30873698506111,SVM
muraro,segerstolpe,0.6,500-1000,0.914038725046415,2.17292892711634,SVM
muraro,segerstolpe,0.7,0-100,0.924903071672778,6.15663196016297,SVM
muraro,segerstolpe,0.7,ALL,0.916846270145077,4.25531914893617,SVM
muraro,segerstolpe,0.7,1000-2000,0.919515308742696,3.75735626980534,SVM
muraro,segerstolpe,0.7,100-200,0.916718650680448,4.21004979628791,SVM
muraro,segerstolpe,0.7,2000-5000,0.91695899810317,2.62562245359891,SVM
muraro,segerstolpe,0.7,200-500,0.912340485397815,3.57627885921231,SVM
muraro,segerstolpe,0.7,500-1000,0.919158524615339,3.57627885921231,SVM
muraro,segerstolpe,0.8,0-100,0.929732499972147,8.42009959257583,SVM
muraro,segerstolpe,0.8,ALL,0.920021686356294,6.83567224988683,SVM
muraro,segerstolpe,0.8,1000-2000,0.925124895070869,4.34585785423269,SVM
muraro,segerstolpe,0.8,100-200,0.923355193285956,6.24717066545948,SVM
muraro,segerstolpe,0.8,2000-5000,0.924769938242303,3.98370303304663,SVM
muraro,segerstolpe,0.8,200-500,0.921635395444259,5.93028519692168,SVM
muraro,segerstolpe,0.8,500-1000,0.923484645709622,4.70801267541874,SVM
muraro,segerstolpe,0.9,0-100,0.936807577842491,11.5889542779538,SVM
muraro,segerstolpe,0.9,ALL,0.927847440666849,6.9714803078316,SVM
muraro,segerstolpe,0.9,1000-2000,0.928281998252295,7.42417383431417,SVM
muraro,segerstolpe,0.9,100-200,0.92913290917857,9.506564056134,SVM
muraro,segerstolpe,0.9,2000-5000,0.929531615615944,5.52286102308737,SVM
muraro,segerstolpe,0.9,200-500,0.928564866628266,9.00860117700317,SVM
muraro,segerstolpe,0.9,500-1000,0.926335331247017,7.37890448166591,SVM
segerstolpe,muraro,0.5,ALL,0.0440904541847778,20.4139228598307,SVM
segerstolpe,muraro,0.5,100-200,0.0408909162535645,11.5710253998119,SVM
segerstolpe,muraro,0.5,1000-2000,0.0293305805914347,12.2295390404516,SVM
segerstolpe,muraro,0.5,2000-5000,0.0490775474579385,18.1561618062088,SVM
segerstolpe,muraro,0.5,200-500,0.021958658842194,7.76105362182502,SVM
segerstolpe,muraro,0.5,500-1000,0.0241926573894911,9.73659454374412,SVM
segerstolpe,muraro,0.5,0-100,0.0271688138619588,13.4524929444967,SVM
segerstolpe,muraro,0.6,ALL,0.0307466442543563,32.3612417685795,SVM
segerstolpe,muraro,0.6,100-200,0.0198901964612833,19.0968955785513,SVM
segerstolpe,muraro,0.6,1000-2000,0.0177379788019382,19.1439322671684,SVM
segerstolpe,muraro,0.6,2000-5000,0.0286968300135452,27.0931326434619,SVM
segerstolpe,muraro,0.6,200-500,0.00906553556124783,13.6876763875823,SVM
segerstolpe,muraro,0.6,500-1000,0.0147160929121435,16.650987770461,SVM
segerstolpe,muraro,0.6,0-100,0.0104640013340559,21.1194731890875,SVM
segerstolpe,muraro,0.7,ALL,0.0195079158708835,41.7215428033866,SVM
segerstolpe,muraro,0.7,100-200,0.00790765194746896,25.7761053621825,SVM
segerstolpe,muraro,0.7,1000-2000,0.0091082661213303,26.1523988711195,SVM
segerstolpe,muraro,0.7,2000-5000,0.0208171832767842,37.7704609595484,SVM
segerstolpe,muraro,0.7,200-500,0.0046613050555277,19.7083725305738,SVM
segerstolpe,muraro,0.7,500-1000,0.00716660185969778,23.0950141110066,SVM
segerstolpe,muraro,0.7,0-100,0.00711465262708548,30.2916274694262,SVM
segerstolpe,muraro,0.8,ALL,0.0112911503775937,57.7140169332079,SVM
segerstolpe,muraro,0.8,100-200,0.0043163888099827,37.4412041392286,SVM
segerstolpe,muraro,0.8,1000-2000,0.00462309764272211,36.9708372530574,SVM
segerstolpe,muraro,0.8,2000-5000,0.0112491263505329,54.0921919096896,SVM
segerstolpe,muraro,0.8,200-500,0.000949465796951426,28.1279397930386,SVM
segerstolpe,muraro,0.8,500-1000,0.00291527004337627,34.1956726246472,SVM
segerstolpe,muraro,0.8,0-100,0.00291781608767536,37.8174976481656,SVM
segerstolpe,muraro,0.9,ALL,0.0012269789591331,80.9031044214487,SVM
segerstolpe,muraro,0.9,100-200,0.00232749283700637,55.0799623706491,SVM
segerstolpe,muraro,0.9,1000-2000,0.000768912149498491,56.0206961429915,SVM
segerstolpe,muraro,0.9,2000-5000,0.0089090762056231,81.8438381937912,SVM
segerstolpe,muraro,0.9,200-500,0,39.0404515522107,SVM
segerstolpe,muraro,0.9,500-1000,0.000628393407521437,48.4007525870179,SVM
segerstolpe,muraro,0.9,0-100,0.00182142982241059,61.0536218250235,SVM
xin,segerstolpe,0.5,100-200,0.617580897228584,9.59710276143051,SVM
xin,segerstolpe,0.5,1000-2000,0.679799978738541,14.9841557265731,SVM
xin,segerstolpe,0.5,ALL,0.62768785310448,9.506564056134,SVM
xin,segerstolpe,0.5,2000-5000,0.633624726980172,10.1403349932096,SVM
xin,segerstolpe,0.5,200-500,0.621777356765224,10.7288365776369,SVM
xin,segerstolpe,0.5,0-100,0.561885363855742,2.62562245359891,SVM
xin,segerstolpe,0.5,500-1000,0.724573067930416,19.5563603440471,SVM
xin,segerstolpe,0.6,100-200,0.692519914784668,18.0172023540063,SVM
xin,segerstolpe,0.6,1000-2000,0.767552368556764,22.0914440923495,SVM
xin,segerstolpe,0.6,ALL,0.70099317606811,17.1570846536895,SVM
xin,segerstolpe,0.6,2000-5000,0.698914503723419,16.9307378904482,SVM
xin,segerstolpe,0.6,200-500,0.733578308712842,20.1448619284744,SVM
xin,segerstolpe,0.6,0-100,0.578236274697346,6.42824807605251,SVM
xin,segerstolpe,0.6,500-1000,0.831266399600631,26.4825712992304,SVM
xin,segerstolpe,0.7,100-200,0.748072208415792,23.3589859665007,SVM
xin,segerstolpe,0.7,1000-2000,0.857510258811456,28.1122679945677,SVM
xin,segerstolpe,0.7,ALL,0.76935126445666,23.0421004979629,SVM
xin,segerstolpe,0.7,2000-5000,0.777357079836329,23.6306020823902,SVM
xin,segerstolpe,0.7,200-500,0.841490997919117,27.2974196468991,SVM
xin,segerstolpe,0.7,0-100,0.590949476044361,10.5024898143957,SVM
xin,segerstolpe,0.7,500-1000,0.910787893230297,30.5568130375736,SVM
xin,segerstolpe,0.8,100-200,0.838751102937268,30.8736985061114,SVM
xin,segerstolpe,0.8,1000-2000,0.930584645472959,32.4128564961521,SVM
xin,segerstolpe,0.8,ALL,0.869748492965411,29.6966953372567,SVM
xin,segerstolpe,0.8,2000-5000,0.829752760623071,27.5690357627886,SVM
xin,segerstolpe,0.8,200-500,0.916448888411746,31.4169307378904,SVM
xin,segerstolpe,0.8,0-100,0.632134953218732,17.4739701222273,SVM
xin,segerstolpe,0.8,500-1000,0.942881063807602,32.5486645540969,SVM
xin,segerstolpe,0.9,100-200,0.927592579481007,38.5694884563151,SVM
xin,segerstolpe,0.9,1000-2000,0.973387668681056,35.4459031235853,SVM
xin,segerstolpe,0.9,ALL,0.95653838430507,34.857401539158,SVM
xin,segerstolpe,0.9,2000-5000,0.934010239013874,33.6803983703033,SVM
xin,segerstolpe,0.9,200-500,0.960488938196182,34.6310547759167,SVM
xin,segerstolpe,0.9,0-100,0.65025942952659,23.766410140335,SVM
xin,segerstolpe,0.9,500-1000,0.967331436235467,34.9026708918062,SVM
segerstolpe,xin,0.5,100-200,0.94533871370252,7.37265415549598,SVM
segerstolpe,xin,0.5,1000-2000,0.964522171016165,3.01608579088472,SVM
segerstolpe,xin,0.5,ALL,0.974691290796031,1.87667560321716,SVM
segerstolpe,xin,0.5,200-500,0.956927153576339,3.48525469168901,SVM
segerstolpe,xin,0.5,2000-5000,0.969838357271349,1.80965147453083,SVM
segerstolpe,xin,0.5,0-100,0.917807474244972,10.3217158176944,SVM
segerstolpe,xin,0.5,500-1000,0.966890425389015,3.41823056300268,SVM
segerstolpe,xin,0.6,100-200,0.960981451328044,13.2707774798928,SVM
segerstolpe,xin,0.6,1000-2000,0.976099483347094,5.89812332439678,SVM
segerstolpe,xin,0.6,ALL,0.983133512925601,3.41823056300268,SVM
segerstolpe,xin,0.6,200-500,0.977328186100933,7.10455764075067,SVM
segerstolpe,xin,0.6,2000-5000,0.975303158013548,4.28954423592493,SVM
segerstolpe,xin,0.6,0-100,0.950113885667174,15.5495978552279,SVM
segerstolpe,xin,0.6,500-1000,0.976161142756956,5.83109919571046,SVM
segerstolpe,xin,0.7,100-200,0.983264916260819,20.0402144772118,SVM
segerstolpe,xin,0.7,1000-2000,0.990117647058823,10.3217158176944,SVM
segerstolpe,xin,0.7,ALL,0.994426149505835,7.37265415549598,SVM
segerstolpe,xin,0.7,200-500,0.98866730539233,12.1983914209115,SVM
segerstolpe,xin,0.7,2000-5000,0.990325098106917,8.24396782841823,SVM
segerstolpe,xin,0.7,0-100,0.962720620487506,21.9839142091153,SVM
segerstolpe,xin,0.7,500-1000,0.988805273959823,9.51742627345844,SVM
segerstolpe,xin,0.8,100-200,0.985835980240234,30.6970509383378,SVM
segerstolpe,xin,0.8,1000-2000,0.996861365522368,17.3592493297587,SVM
segerstolpe,xin,0.8,ALL,0.998488046223575,12.1313672922252,SVM
segerstolpe,xin,0.8,200-500,0.993621017693439,20.8445040214477,SVM
segerstolpe,xin,0.8,2000-5000,0.998520381993924,12.8016085790885,SVM
segerstolpe,xin,0.8,0-100,0.979028231084168,31.3672922252011,SVM
segerstolpe,xin,0.8,500-1000,0.995435158501441,15.9517426273458,SVM
segerstolpe,xin,0.9,100-200,0.991833376268345,52.5469168900804,SVM
segerstolpe,xin,0.9,1000-2000,1,34.1823056300268,SVM
segerstolpe,xin,0.9,ALL,1,25.402144772118,SVM
segerstolpe,xin,0.9,200-500,0.997794445325659,41.2868632707775,SVM
segerstolpe,xin,0.9,2000-5000,1,27.9490616621984,SVM
segerstolpe,xin,0.9,0-100,0.994849127731974,46.3806970509383,SVM
segerstolpe,xin,0.9,500-1000,0.995970234222512,33.5790884718499,SVM
xin,muraro,0.5,ALL,0.853247232703222,29.5860771401693,SVM
xin,muraro,0.5,1000-2000,0.956645656225471,29.3979303857008,SVM
xin,muraro,0.5,100-200,0.71993983374394,15.0517403574788,SVM
xin,muraro,0.5,2000-5000,0.91600465446649,28.3160865475071,SVM
xin,muraro,0.5,200-500,0.740202355079715,15.4750705550329,SVM
xin,muraro,0.5,500-1000,0.953686249212088,29.7271872060207,SVM
xin,muraro,0.5,0-100,0.592158736954599,6.77328316086547,SVM
xin,muraro,0.6,ALL,0.975424823853524,39.4167450611477,SVM
xin,muraro,0.6,1000-2000,0.981530434227603,34.6660395108184,SVM
xin,muraro,0.6,100-200,0.830497237852449,27.2812793979304,SVM
xin,muraro,0.6,2000-5000,0.964619774482879,34.6190028222013,SVM
xin,muraro,0.6,200-500,0.916215457541969,29.2568203198495,SVM
xin,muraro,0.6,500-1000,0.985566933304361,33.349012229539,SVM
xin,muraro,0.6,0-100,0.656150863844885,20.6491063029163,SVM
xin,muraro,0.7,ALL,0.98721852342866,46.9426152398871,SVM
xin,muraro,0.7,1000-2000,0.99534294639307,42.5211665098777,SVM
xin,muraro,0.7,100-200,0.902745572966666,38.0526810912512,SVM
xin,muraro,0.7,2000-5000,0.983849730848424,41.2041392285983,SVM
xin,muraro,0.7,200-500,0.979743713835876,41.3922859830668,SVM
xin,muraro,0.7,500-1000,0.993115762638659,38.5230479774224,SVM
xin,muraro,0.7,0-100,0.631637716460311,31.5616180620884,SVM
xin,muraro,0.8,ALL,0.981920209378297,55.2681091251176,SVM
xin,muraro,0.8,1000-2000,0.995335654708883,52.5870178739417,SVM
xin,muraro,0.8,100-200,0.982318155633149,55.7855126999059,SVM
xin,muraro,0.8,2000-5000,0.986085909569771,53.9040451552211,SVM
xin,muraro,0.8,200-500,0.989688959172552,54.6095954844779,SVM
xin,muraro,0.8,500-1000,0.993979223760781,50.3292568203198,SVM
xin,muraro,0.8,0-100,0.716588613058283,55.3151458137347,SVM
xin,muraro,0.9,ALL,0.952109573296298,76.4816556914393,SVM
xin,muraro,0.9,1000-2000,0.984982160233539,78.2220131702728,SVM
xin,muraro,0.9,100-200,0.994345353139323,75.9172154280339,SVM
xin,muraro,0.9,2000-5000,0.984731814453177,72.859830667921,SVM
xin,muraro,0.9,200-500,0.977263448795653,65.9454374412041,SVM
xin,muraro,0.9,500-1000,0.990645463049579,76.0112888052681,SVM
xin,muraro,0.9,0-100,1,80.5738476011289,SVM
muraro,xin,0.5,ALL,0.982598649529656,0.201072386058981,SVM
muraro,xin,0.5,100-200,0.947593005088545,11.4611260053619,SVM
muraro,xin,0.5,1000-2000,0.988803278360018,0.134048257372654,SVM
muraro,xin,0.5,2000-5000,0.983812875942757,0.201072386058981,SVM
muraro,xin,0.5,200-500,0.979895080420527,0.737265415549598,SVM
muraro,xin,0.5,0-100,0.886374637339011,7.30563002680965,SVM
muraro,xin,0.5,500-1000,0.985009747704491,0.536193029490617,SVM
muraro,xin,0.6,ALL,0.983784754748403,0.402144772117962,SVM
muraro,xin,0.6,100-200,0.960628936914964,13.8069705093834,SVM
muraro,xin,0.6,1000-2000,0.989965194517397,0.603217158176944,SVM
muraro,xin,0.6,2000-5000,0.984908363112387,0.670241286863271,SVM
muraro,xin,0.6,200-500,0.982254357081617,1.20643431635389,SVM
muraro,xin,0.6,0-100,0.916444596137942,10.1876675603217,SVM
muraro,xin,0.6,500-1000,0.987385693530468,1.07238605898123,SVM
muraro,xin,0.7,ALL,0.984869335391277,1.00536193029491,SVM
muraro,xin,0.7,100-200,0.969133562970059,15.4155495978552,SVM
muraro,xin,0.7,1000-2000,0.993638094382519,1.27345844504021,SVM
muraro,xin,0.7,2000-5000,0.988589216964649,1.07238605898123,SVM
muraro,xin,0.7,200-500,0.987233031550164,1.67560321715818,SVM
muraro,xin,0.7,0-100,0.930974062176441,12.8686327077748,SVM
muraro,xin,0.7,500-1000,0.988534733574126,1.54155495978552,SVM
muraro,xin,0.8,ALL,0.988538709271934,1.54155495978552,SVM
muraro,xin,0.8,100-200,0.963625797068528,17.3592493297587,SVM
muraro,xin,0.8,1000-2000,0.99613105510179,2.07774798927614,SVM
muraro,xin,0.8,2000-5000,0.993572847496174,1.80965147453083,SVM
muraro,xin,0.8,200-500,0.988263618025284,2.81501340482574,SVM
muraro,xin,0.8,0-100,0.946984163813094,14.8123324396783,SVM
muraro,xin,0.8,500-1000,0.99093830602564,2.34584450402145,SVM
muraro,xin,0.9,ALL,0.992028844820413,3.68632707774799,SVM
muraro,xin,0.9,100-200,0.985318760473201,21.313672922252,SVM
muraro,xin,0.9,1000-2000,0.995982551945585,3.61930294906166,SVM
muraro,xin,0.9,2000-5000,0.994772140766951,2.68096514745308,SVM
muraro,xin,0.9,200-500,0.990503669753715,4.89276139410188,SVM
muraro,xin,0.9,0-100,0.955197980754062,19.1018766756032,SVM
muraro,xin,0.9,500-1000,0.994517247743853,5.42895442359249,SVM
muraro,baron-human,0.5,ALL,0.917142743733002,11.5999533201074,SVM
muraro,baron-human,0.5,100-200,0.848684491140864,20.3524331894037,SVM
muraro,baron-human,0.5,1000-2000,0.937430644667614,18.9987163029525,SVM
muraro,baron-human,0.5,2000-5000,0.961375667050446,23.7133854592134,SVM
muraro,baron-human,0.5,200-500,0.912094345309347,14.6808262340997,SVM
muraro,baron-human,0.5,0-100,0.766701198581737,19.4188353366787,SVM
muraro,baron-human,0.5,500-1000,0.922997803449079,17.1431905706617,SVM
muraro,baron-human,0.6,ALL,0.952128241606549,20.3407632162446,SVM
muraro,baron-human,0.6,100-200,0.888939222381644,32.9560042011903,SVM
muraro,baron-human,0.6,1000-2000,0.966835367322617,32.9793441475085,SVM
muraro,baron-human,0.6,2000-5000,0.981666766672825,39.0010502975843,SVM
muraro,baron-human,0.6,200-500,0.94144939452974,24.5186136071887,SVM
muraro,baron-human,0.6,0-100,0.806314612134416,30.6103395962189,SVM
muraro,baron-human,0.6,500-1000,0.956616560374998,28.4864044812697,SVM
muraro,baron-human,0.7,ALL,0.972482117876235,32.8042945501225,SVM
muraro,baron-human,0.7,100-200,0.923599047843781,43.295600420119,SVM
muraro,baron-human,0.7,1000-2000,0.984152573509297,50.0175049597386,SVM
muraro,baron-human,0.7,2000-5000,0.991122779346631,59.1784338896021,SVM
muraro,baron-human,0.7,200-500,0.959675893228478,40.2380674524449,SVM
muraro,baron-human,0.7,0-100,0.844777047896684,42.6654218695297,SVM
muraro,baron-human,0.7,500-1000,0.969904617015772,45.2911658303186,SVM
muraro,baron-human,0.8,ALL,0.987822139757397,55.6190920760882,SVM
muraro,baron-human,0.8,100-200,0.955042013630223,58.9917143190571,SVM
muraro,baron-human,0.8,1000-2000,0.988904302298077,70.5916676391644,SVM
muraro,baron-human,0.8,2000-5000,0.994801108564303,81.7715019255456,SVM
muraro,baron-human,0.8,200-500,0.967795219070147,58.0814564126503,SVM
muraro,baron-human,0.8,0-100,0.871036025963118,59.353483486988,SVM
muraro,baron-human,0.8,500-1000,0.986776078900499,65.398529583382,SVM
muraro,baron-human,0.9,ALL,0.993299776935643,90.5706616874781,SVM
muraro,baron-human,0.9,100-200,0.983794862961084,76.7884233866262,SVM
muraro,baron-human,0.9,1000-2000,1,93.8382541720154,SVM
muraro,baron-human,0.9,2000-5000,1,94.515112615241,SVM
muraro,baron-human,0.9,200-500,0.987944827690998,79.7992764616641,SVM
muraro,baron-human,0.9,0-100,0.893046448246194,77.4302719103746,SVM
muraro,baron-human,0.9,500-1000,0.993300759304028,90.8157311238184,SVM
baron-human,muraro,0.5,ALL,0.794532476117397,0.470366886171214,SVM
baron-human,muraro,0.5,100-200,0.836636296172336,1.45813734713076,SVM
baron-human,muraro,0.5,1000-2000,0.78470325047009,0.564440263405456,SVM
baron-human,muraro,0.5,200-500,0.85369145591153,0.329256820319849,SVM
baron-human,muraro,0.5,2000-5000,0.783194192877302,0.423330197554092,SVM
baron-human,muraro,0.5,0-100,0.711118461203463,6.96142991533396,SVM
baron-human,muraro,0.5,500-1000,0.803743491789288,0.470366886171214,SVM
baron-human,muraro,0.6,ALL,0.795291782696318,1.08184383819379,SVM
baron-human,muraro,0.6,100-200,0.856713078945508,4.23330197554092,SVM
baron-human,muraro,0.6,1000-2000,0.786950684290261,1.08184383819379,SVM
baron-human,muraro,0.6,200-500,0.859392695201671,1.12888052681091,SVM
baron-human,muraro,0.6,2000-5000,0.785176079437973,0.846660395108184,SVM
baron-human,muraro,0.6,0-100,0.730053220030151,11.3358419567262,SVM
baron-human,muraro,0.6,500-1000,0.804328671205437,1.45813734713076,SVM
baron-human,muraro,0.7,ALL,0.799141433266828,1.9755409219191,SVM
baron-human,muraro,0.7,100-200,0.864346804839122,6.77328316086547,SVM
baron-human,muraro,0.7,1000-2000,0.789420905789522,1.83443085606773,SVM
baron-human,muraro,0.7,200-500,0.865264648023004,2.6340545625588,SVM
baron-human,muraro,0.7,2000-5000,0.788169355199702,1.64628410159925,SVM
baron-human,muraro,0.7,0-100,0.751960145874105,16.5569143932267,SVM
baron-human,muraro,0.7,500-1000,0.809187871972917,2.44590780809031,SVM
baron-human,muraro,0.8,ALL,0.805164670220266,3.48071495766698,SVM
baron-human,muraro,0.8,100-200,0.880746197923398,10.4421448730009,SVM
baron-human,muraro,0.8,1000-2000,0.792495597896614,2.53998118532455,SVM
baron-human,muraro,0.8,200-500,0.871994550499469,4.1862652869238,SVM
baron-human,muraro,0.8,2000-5000,0.789656547793535,2.53998118532455,SVM
baron-human,muraro,0.8,0-100,0.760923279991622,20.931326434619,SVM
baron-human,muraro,0.8,500-1000,0.817722111187173,4.13922859830668,SVM
baron-human,muraro,0.9,100-200,0.907039433861717,16.2276575729069,SVM
baron-human,muraro,0.9,1000-2000,0.79834888839156,4.13922859830668,SVM
baron-human,muraro,0.9,200-500,0.881921524482736,7.7140169332079,SVM
baron-human,muraro,0.9,2000-5000,0.791509182266886,3.76293508936971,SVM
baron-human,muraro,0.9,0-100,0.799633652949894,28.5042333019755,SVM
baron-human,muraro,0.9,500-1000,0.825073250663075,6.44402634054562,SVM
segerstolpe,baron-human,0.5,100-200,0,0,SVM
segerstolpe,baron-human,0.5,ALL,0,0,SVM
segerstolpe,baron-human,0.5,1000-2000,0,0,SVM
segerstolpe,baron-human,0.5,2000-5000,0,0,SVM
segerstolpe,baron-human,0.5,200-500,0,0,SVM
segerstolpe,baron-human,0.5,500-1000,0,0,SVM
segerstolpe,baron-human,0.5,0-100,0,8.08729139922978,SVM
segerstolpe,baron-human,0.6,100-200,0,0,SVM
segerstolpe,baron-human,0.6,ALL,0,0,SVM
segerstolpe,baron-human,0.6,1000-2000,0,0,SVM
